,gid,cctv,light,log_pa,ep,fp,yp,nb
958,дь_70aa39aa,0.5,0.5,-0.713349888,2.261851016,1.699649123,1.369230769,5.259496227240482
959,дь_70aa39ab,1.0,1.0,-0.713349888,1.566591422,1.082105263,0.946153846,5.279142717158907
960,дь_70aa39ba,2.0,2.0,-0.713349888,1.869074492,1.136842105,0.507692308,5.57310190169146
961,дь_70aa39bb,2.0,2.0,-0.673344553,2.758465011,1.841403509,1.492307692,5.950148752493367
962,дь_70aa40aa,1.5,1.5,-0.659712404,0.934537246,0.631578947,0.546153846,4.995766072228845
963,дь_70aa40ab,-0.5,-0.5,0.608133806,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
964,дь_70ab33ab,-0.5,-0.5,1.671849173,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
965,дь_70ab34ba,-0.5,-0.5,0.299363577,0.704288939,0.496842105,0.530769231,-2.205124015364859
966,дь_70ab34bb,-0.5,-0.5,1.242712633,0.176072235,-0.005614035,-0.130769231,-2.205124015364859
967,дь_70ab35bb,-0.5,-0.5,0.246860078,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
968,дь_70ab37aa,0.5,0.5,-0.665532014,0.311512415,0.197894737,0.146153846,4.839305449069616
969,дь_70ab37ab,1.0,1.0,-0.450985623,1.32731377,1.121403509,1.246153846,5.655155481374845
970,дь_70ab37ba,0.5,0.5,-0.450985623,1.810383747,1.421754386,1.330769231,6.677435713696766
971,дь_70ab37bb,2.5,2.5,-1.064210862,2.072234763,1.197192982,0.830769231,6.6378040845593835
972,дь_70ab38aa,2.5,2.5,-1.064210862,1.607223476,0.97122807,0.569230769,5.830220916431739
973,дь_70ab38ba,4.0,4.0,-0.850971266,1.155756208,0.972631579,0.715384615,5.426088523087561
974,дь_70ab38bb,1.0,1.0,-0.397496938,1.810383747,1.37122807,1.030769231,5.772321426245338
975,дь_70ab39aa,2.5,2.5,-0.713349888,1.449209932,1.065263158,0.892307692,5.618519298145598
976,дь_70ab39ab,0.5,0.5,-0.713349888,1.146726862,0.929122807,0.784615385,4.4109065829535865
977,дь_70ab39ba,2.0,2.0,-0.713349888,3.110609481,2.213333333,1.607692308,5.596015322294295
978,дь_70ab39bb,0.5,0.5,-0.689155159,1.88261851,1.069473684,0.769230769,5.655155481374845
979,дь_70ab40aa,0.5,0.5,-0.659712404,0.48758465,0.287719298,0.246153846,4.4109065829535865
980,дь_70ab40ab,0.5,0.5,-0.071496002,0.018058691,-0.084210526,-0.207692308,3.841024191030605
981,дь_70ba34ba,0.0,0.0,2.307672132,0.25282167,-0.089824561,-0.246153846,0.7524504306244418
982,дь_70ba34bb,0.0,0.0,1.242712633,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
983,дь_70ba35ab,-0.5,-0.5,0.444685821,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
984,дь_70ba35bb,-0.5,-0.5,1.10393145,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
985,дь_70ba36bb,0.5,0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,2.1768845859352064
986,дь_70ba37aa,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,1.6805105247454442
987,дь_70ba37ba,1.0,1.0,-0.450985623,0.35214447,0.117894737,-0.038461538,4.691757073478076
988,дь_70ba37bb,1.0,1.0,-1.064210862,2.428893905,1.592982456,1.861538462,5.259496227240482
989,дь_70ba38aa,1.0,1.0,-1.064210862,2.546275395,1.323508772,1.192307692,5.76572173410623
990,дь_70ba38ab,1.0,1.0,-1.064210862,-0.036117381,-0.098245614,-0.107692308,1.1559704510713553
991,дь_70ba38ba,1.0,1.0,-0.185125484,0.595936795,0.390175439,0.176923077,4.958472182886142
992,дь_70ba38bb,-0.5,-0.5,-0.397496938,-0.189616253,-0.207719298,-0.192307692,2.997191932124966
993,дь_70ba39aa,2.0,2.0,-0.713349888,2.094808126,1.504561404,1.038461538,6.2176316053589815
994,дь_70ba39ab,3.0,3.0,-0.713349888,1.047404063,0.905263158,0.676923077,5.259496227240482
995,дь_70ba39ba,0.0,0.0,-0.713349888,1.661399549,1.258947368,0.746153846,5.525983882914035
996,дь_70ba39bb,1.0,1.0,-0.689155159,1.909706546,1.265964912,1.107692308,5.188185285935348
997,дь_70ba40aa,1.5,1.5,0.100749903,2.316027088,1.29122807,0.861538462,5.269358176705216
998,дь_70ba40ab,1.0,1.0,0.100749903,1.187358916,0.70877193,0.330769231,5.308044030085084
999,дь_70ba40ba,-0.5,-0.5,0.248421358,0.401805869,0.25122807,0.253846154,3.427626340404232
1000,дь_70bb34ba,-0.5,-0.5,2.307672132,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
1001,дь_70bb36aa,-0.5,-0.5,0.834212621,-0.261851016,-0.310175439,-0.323076923,0.7524504306244418
1002,дь_70bb37aa,0.0,0.0,-0.057629113,-0.343115124,-0.341052632,-0.323076923,2.701995457269642
1003,дь_70bb37ab,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
1004,дь_70bb37ba,-0.5,-0.5,-0.089924708,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
1005,дь_70bb37bb,0.0,0.0,-1.064210862,1.507900677,0.965614035,0.953846154,1.871591121293624
1006,дь_70bb38aa,0.0,0.0,-1.064210862,0.830699774,0.501052632,0.546153846,1.871591121293624
1007,дь_70bb38ab,-0.5,-0.5,-1.064210862,1.237020316,0.913684211,1.023076923,2.303161982697385
1008,дь_70bb38ba,0.0,0.0,-1.027222293,-0.207674944,-0.183859649,-0.146153846,1.871591121293624
1009,дь_70bb38bb,0.5,0.5,0.456158222,0.158013544,0.50245614,0.146153846,2.0346159972975615
1010,дь_70bb39aa,0.5,0.5,-0.532730459,0.11738149,0.088421053,0.1,2.997191932124966
1011,дь_70bb39ab,2.0,2.0,-0.689155159,1.273137698,1.070877193,0.953846154,5.64791289152778
1012,дь_70bb39ba,0.0,0.0,-0.689155159,0.573363431,0.315789474,0.092307692,4.487422043102608
1013,дь_70bb39bb,0.5,0.5,-0.689155159,1.638826185,1.385263158,0.976923077,4.767748164813332
1014,дь_70bb40aa,0.5,0.5,0.305276381,1.155756208,1.100350877,1.146153846,2.6146012016941915
1015,дь_70bb40ab,0.0,0.0,0.305276381,1.851015801,1.149473684,0.884615385,5.24955560949698
1016,дь_70bb40ba,-0.5,-0.5,0.305276381,-0.189616253,-0.261052632,-0.323076923,1.449334001130827
1017,дь_71aa35bb,-0.5,-0.5,1.447624616,-0.306997743,-0.314385965,-0.323076923,1.6805105247454442
1018,дь_71aa36aa,0.0,0.0,1.387543581,-0.144469526,-0.197894737,-0.146153846,2.0346159972975615
1019,дь_71aa36bb,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,1.6805105247454442
1020,дь_71aa37aa,-0.5,-0.5,-0.057629113,-0.316027088,-0.312982456,-0.323076923,1.6805105247454442
1021,дь_71aa37ab,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,1.1559704510713553
1022,дь_71aa37bb,-0.5,-0.5,-0.006018072,-0.343115124,-0.305964912,-0.323076923,2.859026767580517
1023,дь_71aa38aa,-0.5,-0.5,-0.006018072,-0.343115124,-0.325614035,-0.323076923,0.7524504306244418
1024,дь_71aa38bb,0.0,0.0,0.173112618,0.248306998,0.25122807,0.423076923,-2.205124015364859
1025,дь_71aa39aa,-0.5,-0.5,0.483043243,1.033860045,1.145263158,1.884615385,-2.205124015364859
1026,дь_71ab36aa,0.0,0.0,1.387543581,-0.063205418,-0.188070175,-0.223076923,1.449334001130827
1027,дь_71ab36bb,-0.5,-0.5,0.657520003,-0.343115124,-0.341052632,-0.323076923,1.871591121293624
1028,дь_71ab37aa,-0.5,-0.5,0.083421608,-0.343115124,-0.341052632,-0.323076923,3.3339685236581023
1029,дь_71ab37ba,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,2.7831922916032688
1030,дь_71ab37bb,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,1.449334001130827
1031,дь_71ab38aa,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,1.1559704510713553
1032,дь_71ab38ab,-0.5,-0.5,-1.027222293,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
1033,дь_71ab41aa,-0.5,-0.5,0.806922195,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
1034,дь_71ba36aa,-0.5,-0.5,1.387543581,-0.288939052,-0.312982456,-0.323076923,1.6805105247454442
1035,дь_71ba36bb,-0.5,-0.5,0.657520003,-0.343115124,-0.341052632,-0.323076923,1.871591121293624
1036,дь_71ba37aa,-0.5,-0.5,0.812706416,-0.343115124,-0.341052632,-0.323076923,2.701995457269642
1037,дь_71ba37ab,1.5,1.5,-0.048140375,0.713318284,0.367719298,0.253846154,4.241650030689498
1038,дь_71ba37ba,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,2.303161982697385
1039,дь_71ba37bb,-0.5,-0.5,-0.006018072,0.55530474,0.522105263,0.246153846,3.1777171998095506
1040,дь_71ba38aa,-0.5,-0.5,-0.006018072,1.300225734,0.846315789,0.846153846,2.997191932124966
1041,дь_71ba38ab,0.5,0.5,0.511625304,-0.153498871,-0.196491228,-0.261538462,2.859026767580517
1042,дь_71ba38ba,-0.5,-0.5,0.327143141,-0.013544018,-0.134736842,-0.2,2.859026767580517
1043,дь_71ba40bb,-0.5,-0.5,0.632335041,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
1044,дь_71bb37ab,-0.5,-0.5,0.672434139,0.018058691,-0.155789474,-0.238461538,3.1206045979594323
1045,дь_71bb37ba,-0.5,-0.5,0.717839793,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
1046,дь_71bb38aa,0.5,0.5,0.717839793,0.027088036,-0.018245614,0.092307692,0.7524504306244418
1047,дь_71bb38ab,-0.5,-0.5,0.511625304,-0.112866817,-0.210526316,-0.215384615,2.859026767580517
1048,дь_71bb38ba,1.5,1.5,0.360467742,-0.257336343,-0.270877193,-0.261538462,1.6805105247454442
1049,дь_72aa38ba,-0.5,-0.5,0.360467742,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
