gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등
ㅼ궗671307,127.128969,37.37524152,,,,,,,,,,,,,,0,0
ㅼ궗718412,127.1816529,37.47003942,,,,,,,,,,,,,,0,0
ㅼ궗639325,127.092739,37.39134712,,,,,,,,,,2,,2,2011.5,2,1
ㅼ궗673337,127.1310954,37.40228953,,,,,,,,,,1,,,2005,0,0
ㅼ궗634373,127.086853,37.43459264,,,,,,,,,,,,,,0,0
ㅼ궗602322,127.0509569,37.38849171,,,,,,,,,,,,,,0,0
ㅼ궗645398,127.0991665,37.45716927,,,,,,,,,,,,,,0,0
ㅼ궗692362,127.1524586,37.42488864,,,,,,,,,,,,,,0,0
ㅼ궗684357,127.1434384,37.42035491,,,,,,,,,,,,,,0,0
ㅼ궗695325,127.1560017,37.39154808,,,,,,,,,,,,,,0,0
ㅼ궗704363,127.166017,37.4258291,,,,,,,,,,,,,,0,0
ㅼ궗654380,127.109427,37.44097899,,,,,,,,,,,,,,0,0
ㅼ궗701317,127.1628122,37.38435666,,,,,,,,,,,,,,0,0
ㅼ궗612318,127.0622743,37.38492864,,,,,,,,,,,,,,0,0
ㅼ궗665372,127.121898,37.43380857,,,,,,,,,,,,,,0,0
ㅼ궗700310,127.1617109,37.37804385,,,,,,,,,,,,,,0,0
ㅼ궗723366,127.1874798,37.42859191,,,,,,,,,,,,,,0,0
ㅼ궗666399,127.1229062,37.45814877,,,,,,,,,,,,,,0,0
ㅼ궗698337,127.1593418,37.40237429,,,,,,,,,,,,,,0,0
ㅼ궗707374,127.169364,37.43575361,,,,,,,,,,2,,,2007,0,0
ㅼ궗692324,127.1526168,37.3906368,,,,,,,,,,,,,,0,0
ㅼ궗670306,127.127844,37.3743366,,,,,,,,,,,,,,0,0
ㅼ궗700368,127.1614758,37.43032305,,,,,,,,,,,,,,0,0
ㅼ궗647329,127.1017574,37.39498335,,,,,,,,,,,,,,0,0
ㅼ궗656386,127.1116599,37.44639456,,,,,,,,,,,,,,0,0
ㅼ궗623366,127.0744551,37.42823907,,,,,,,,,,,,,,0,0
ㅼ궗631345,127.0836018,37.40934281,,,,,,,,,,,,,,0,0
ㅼ궗688318,127.1481233,37.38521524,,,,,,,,,,,,,,0,0
ㅼ궗637277,127.0907147,37.34807387,,,,,,,,,,,,,,0,0
ㅼ궗637355,127.0903324,37.41838006,,,,,,,,,,,,,,0,0
ㅼ궗693339,127.1536843,37.40416061,,,,,,,,,,,,,,0,0
ㅼ궗678269,127.1370401,37.34101399,,,,,,,,,,,,,,0,0
ㅼ궗722384,127.1862818,37.44481345,,,,,,,,,,,,,,0,0
ㅼ궗599343,127.0474542,37.40740723,,,,,,,,,,,,,,0,0
ㅼ궗680332,127.139026,37.39780712,,,,,,,,,,,,,,0,0
ㅼ궗653311,127.1086202,37.37878145,,,,,,,,,,,,,,0,0
ㅼ궗691399,127.1511736,37.45823559,,,,,,,,,,,,,,0,0
ㅼ궗633302,127.0860749,37.37059227,,,,,,,,,,,,,,0,0
ㅼ궗721373,127.1851929,37.43489546,,,,,,,,,,,,,,0,0
ㅼ궗662316,127.1187629,37.38332148,,,,,,,,,,,,,,0,0
ㅼ궗710403,127.1726412,37.46190248,,,,,,,,,,,,,,0,0
ㅼ궗612307,127.0623319,37.37501369,,,,,,,,,,,,,,0,0
ㅼ궗690404,127.1500219,37.46273903,,,,,,,,,,,,,,0,0
ㅼ궗618322,127.0690311,37.38855896,,,,,,,,,,,,,,0,0
ㅼ궗639382,127.0924607,37.44272444,,,,,,,,,,,,,,0,0
ㅼ궗635292,127.0883829,37.36158652,,,,,,,,,,,,,,0,0
ㅼ궗652397,127.107086,37.4562945,,,,,,,,,,,,,,0,0
ㅼ궗673285,127.1313249,37.35541848,,,,,,,,,,,,,,0,0
ㅼ궗647385,127.10149,37.44545934,,,,,,,,,,,,,,0,0
ㅼ궗675405,127.133056,37.46358893,,,,,,,,,,,,,,0,0
ㅼ궗598301,127.0465524,37.36954597,,,,,,,,,,,,,,0,0
ㅼ궗676400,127.1342088,37.45908567,,,,,,,,,,,,,,0,0
ㅼ궗631382,127.0834171,37.44269291,,,,,,,,,,,,,,0,0
ㅼ궗677403,127.1353264,37.46179323,,,,,,,,,,1,,,2019,0,1
ㅼ궗620329,127.0712545,37.39487668,,,,,,,,,,,,,,0,0
ㅼ궗668371,127.1252935,37.43291801,,,,,,,,,,1,,,2006,1,1
ㅼ궗650387,127.1048721,37.44727343,,,,,,,,,,,,,,0,0
ㅼ궗646382,127.1003739,37.44275146,,,,,,,,,,,,,,0,0
ㅼ궗699406,127.1601907,37.46457144,,,,,,,,,,,,,,0,0
ㅼ궗687321,127.146981,37.38791598,,,,,,,,,,,,,,0,0
ㅼ궗619302,127.0702637,37.37053588,,,,,,,,,,,,,,0,3
ㅼ궗726393,127.1907704,37.45293762,,,,,,,,,,,,,,0,0
ㅼ궗639319,127.0927683,37.38593896,,,,,,,,,,,,,,0,0
ㅼ궗639394,127.092402,37.45354066,,,,,,,,,,,,,,0,0
ㅼ궗600299,127.0488219,37.36775189,,,,,,,,,,,,,,0,0
ㅼ궗689361,127.1490722,37.42397726,,,,,,,,,,,,,,0,0
ㅼ궗717376,127.18066,37.43758742,,,,,,,,,,,,,,0,0
ㅼ궗648355,127.1027635,37.41842249,,,,,,,,,,9,,,2005.67,0,0
ㅼ궗639283,127.0929436,37.35348986,,,,,,,,,,,,,,0,0
ㅼ궗675322,127.133421,37.3887761,,,,,,,,,,,,,,0,0
ㅼ궗598357,127.0462482,37.42002182,,,,,,,,,,,,,,0,0
ㅼ궗627281,127.0794043,37.35163973,,,,,,,,,,,,,,0,0
ㅼ궗689305,127.1493075,37.37350081,,,,,,,,,,,,,,0,0
ㅼ궗629310,127.0815173,37.37778727,,,,,,,,,,,,,,0,0
ㅼ궗653289,127.1087232,37.35895141,,,,,,,,,,,,,,0,0
ㅼ궗674392,127.1319827,37.45186781,,,,,,,,,,,,,,0,0
ㅼ궗709408,127.1714907,37.46640613,,,,,,,,,,,,,,0,0
ㅼ궗632318,127.084866,37.3850101,,,,,,,,,,,,,,0,0
ㅼ궗618299,127.0691498,37.36782769,,,,,,,,,,,,,,0,2
ㅼ궗611307,127.0612025,37.37500951,,,,,,,,,,,,,,0,0
ㅼ궗615349,127.0655017,37.41288317,,,,,,,,,,,,,,0,0
ㅼ궗673399,127.1308211,37.45817376,,,,,,,,,,,,,,0,0
ㅼ궗700383,127.1614149,37.44384346,,,,,,,,,,,,,,1,11
ㅼ궗707359,127.1694235,37.42223318,,,,,,,,,,,,,,0,0
ㅼ궗672287,127.1301869,37.35721769,,,,,,,,,,,,,,0,0
ㅼ궗715370,127.1784223,37.43217311,,,,,,,,,,1,,,2003,0,0
ㅼ궗649303,127.1041401,37.3715555,,,,,,,,,,,,,,0,0
ㅼ궗650317,127.1052034,37.38417837,,,,,,,,,,,,,,0,0
ㅼ궗707368,127.1693878,37.43034544,,,,,,,,,,,,,,0,0
ㅼ궗647305,127.1018718,37.37335064,,,,,,,,,,7,,,2007,0,0
ㅼ궗703351,127.1649349,37.41500954,,,,,,,,,,,,,,0,0
ㅼ궗692348,127.1525169,37.41226957,,,,,,,,,,,,,,0,0
ㅼ궗593322,127.0407902,37.38845267,,,,,,,,,,,,,,0,0
ㅼ궗712396,127.17493,37.45559922,,,,,,,,,,,,,,0,0
ㅼ궗600363,127.0484759,37.42543858,,,,,,,,,,,,,,0,0
ㅼ궗666390,127.1229469,37.45003659,,,,,,,,,,,,,,0,0
ㅼ궗652320,127.1074484,37.38688998,,,,,,,,,,,,,,0,0
ㅼ궗659349,127.1152222,37.41305545,,,,,,,,,,,,,,0,0
ㅼ궗610363,127.0597779,37.42548121,,,,,,,,,,,,,,0,0
ㅼ궗617331,127.0678549,37.39666706,,,,,,,,,,,,,,0,0
ㅼ궗622302,127.0736518,37.37054814,,,,,,,,,,,,,,0,0
ㅼ궗696303,127.1572217,37.37172125,,,,,,,,,,,,,,0,0
ㅼ궗622287,127.0737283,37.35702771,,,,,,,,,,,,,,0,0
ㅼ궗643388,127.0969535,37.44814806,,,,,,,,,,,,,,0,0
ㅼ궗664400,127.1206403,37.45904289,,,,,,,,,,,,,,0,0
ㅼ궗695337,127.1559523,37.40236447,,,,,,,,,,,,,,0,0
ㅼ궗693373,127.1535431,37.43480693,,,,,,,,,,,,,,0,0
ㅼ궗649373,127.1038081,37.43465069,,,,,,,,,,,,,,0,0
ㅼ궗611356,127.0609449,37.41917595,,,,,,,,,,,,,,0,0
ㅼ궗649267,127.1043105,37.33910628,,,,,,,,,,,,,,0,0
ㅼ궗668411,127.1251136,37.4689722,,,,,,,,,,,,,,0,0
ㅼ궗683329,127.1424282,37.39511333,,,,,,,,,,,,,,0,0
ㅼ궗667403,127.1240189,37.46175779,,,,,,,,,,,,,,0,0
ㅼ궗695333,127.1559688,37.39875901,,,,,,,,,,,,,,0,0
ㅼ궗602334,127.0508924,37.39930797,,,,,,,,,,,,,,0,0
ㅼ궗726365,127.1908743,37.42769946,,,,,,,,,,,,,,0,0
ㅼ궗670277,127.1279731,37.34819691,,,,,,,,,,,,,,0,0
ㅼ궗705312,127.1673505,37.37986261,,,,,,,,,,,,,,0,0
ㅼ궗668277,127.125715,37.34818978,,,,,,,,,,9,,,2010.78,0,0
ㅼ궗616307,127.0668496,37.37503032,,,,,,,,,,,,,,0,0
ㅼ궗684339,127.1435153,37.40413038,,,,,,,,,,,,,,0,0
ㅼ궗649346,127.1039363,37.41031405,,,,,,,,,,,,,,0,0
ㅼ궗720377,127.1840474,37.43849789,,,,,,,,,,,,,,0,0
ㅼ궗723393,127.1873786,37.45292869,,,,,,,,,,,,,,0,0
ㅼ궗700338,127.1615975,37.40328214,,,,,,,,,,,,,,0,0
ㅼ궗589302,127.0363827,37.37040792,,,,,,,,,,,,,,0,0
ㅼ궗702356,127.1637848,37.41951315,,,,,,,,,,,,,,0,0
ㅼ궗598338,127.0463515,37.40289614,,,,,,,,,,,,,,0,0
ㅼ궗654344,127.1095955,37.40853013,,,,,,,,,,,,,,0,0
ㅼ궗706331,127.1684046,37.39699178,,,,,,,,,,,,,,0,0
ㅼ궗702363,127.1637565,37.42582269,,,,,,,,,,,,,,0,0
ㅼ궗644337,127.0983297,37.40218276,,,,,,,,,,,,,,0,0
ㅼ궗656384,127.1116692,37.44459185,,,,,,,,,,,,,,0,0
ㅼ궗653354,127.1084186,37.41753998,,,,,,,,,,1,,,2009,0,0
ㅼ궗717388,127.180614,37.44840375,,,,,,,,,,,,,,0,0
ㅼ궗719368,127.1829512,37.4303826,,,,,,,,,,,,,,0,0
ㅼ궗675267,127.1336621,37.3392008,,,,,,,,,,,,,,0,0
ㅼ궗634310,127.0871647,37.37780712,,,,,,,,,,,,,,0,0
ㅼ궗692360,127.1524669,37.42308592,,,,,,,,,,,,,,0,0
ㅼ궗677338,127.1356105,37.40320491,,,,,,,,,,,,,,0,0
ㅼ궗692386,127.1523586,37.44652128,,,,,,,,,,,,,,0,0
ㅼ궗593315,127.0408287,37.38214318,,,,,,,,,,,,,,0,0
ㅼ궗686361,127.1456817,37.42396715,,,,,,,,,,,,,,0,0
ㅼ궗693314,127.1537879,37.38162644,,,,,,,,,,,,,,0,0
ㅼ궗634367,127.0868827,37.42918452,,,,,,,,,,,,,,0,0
ㅼ궗656263,127.1122314,37.33552696,,,,,,,,,,,,,,0,0
ㅼ궗603360,127.0518826,37.42274743,,,,,,,,,,,,,,0,0
ㅼ궗636337,127.0892909,37.40215171,,,,,,,,,,,,,,0,0
ㅼ궗600355,127.0485192,37.41822777,,,,,,,,,,,,,,0,0
ㅼ궗616350,127.0666266,37.41378867,,,,,,,,,,,,,,0,0
ㅼ궗606291,127.0556404,37.36056666,,,,,,,,,,,,,,0,0
ㅼ궗591320,127.038542,37.38664116,,,,,,,,,,,,,,0,0
ㅼ궗633363,127.0857724,37.42557515,,,,,,,,,,,,,,0,0
ㅼ궗647332,127.1017431,37.39768743,,,,,,,,,,,,,,0,0
ㅼ궗723380,127.1874273,37.441211,,,,,,,,,,,,,,0,0
ㅼ궗653314,127.1086062,37.38148554,,,,,,,,,,,,,,0,0
ㅼ궗661319,127.1176196,37.38602192,,,,,,,,,,,,,,0,0
ㅼ궗691294,127.1516122,37.36359242,,,,,,,,,,,,,,0,0
ㅼ궗622284,127.0737436,37.35432362,,,,,,,,,,,,,,0,0
ㅼ궗715404,127.1782911,37.46281937,,,,,,,,,,,,,,0,0
ㅼ궗678401,127.1364658,37.459994,,,,,,,,,,6,,5,2002.33,0,3
ㅼ궗614319,127.0645282,37.38583834,,,,,,,,,,,,,,0,0
ㅼ궗626378,127.077785,37.43906745,,,,,,,,,,,,,,0,0
ㅼ궗724396,127.188498,37.45563576,,,,,,,,,,,,,,0,0
ㅼ궗685352,127.1445898,37.4158515,,,,,,,,,,,,,,0,0
ㅼ궗699323,127.1605286,37.3897584,,,,,,,,,,,,,,0,0
ㅼ궗611349,127.0609817,37.41286647,,,,,,,,,,,,,,0,0
ㅼ궗648319,127.1029347,37.38597353,,,,,,,,,,,,,,0,0
ㅼ궗683377,127.1422225,37.43837869,,,,,,,,,,1,,,1982,1,0
ㅼ궗629298,127.0815774,37.36697093,,,,,,,,,,,,,,0,0
ㅼ궗655393,127.1104967,37.45270032,,,,,,,,,,,,,,0,0
ㅼ궗698363,127.1592357,37.42580975,,,,,,,,,,,,,,0,0
ㅼ궗640282,127.0940776,37.35259237,,,,,,,,,,,,,,0,0
ㅼ궗636350,127.089227,37.41386936,,,,,,,,,,,,,,0,0
ㅼ궗602327,127.0509301,37.39299849,,,,,,,,,,,,,,0,0
ㅼ궗637290,127.0906511,37.35979163,,,,,,,,,,,,,,0,0
ㅼ궗699361,127.160374,37.42401027,,,,,,,,,,,,,,0,0
ㅼ궗712373,127.1750197,37.43486793,,,,,,,,,,,,,,0,0
ㅼ궗723362,127.1874948,37.42498645,,,,,,,,,,,,,,0,0
ㅼ궗646381,127.1003787,37.44185011,,,,,,,,,,,,,,0,0
ㅼ궗632352,127.0846969,37.41565628,,,,,,,,,,,,,,0,0
ㅼ궗701367,127.1626101,37.42942492,,,,,,,,,,,,,,0,0
ㅼ궗719396,127.1828447,37.45562072,,,,,,,,,,,,,,0,0
ㅼ궗599346,127.047438,37.41011129,,,,,,,,,,,,,,0,0
ㅼ궗636296,127.0894925,37.3651959,,,,,,,,,,,,,,0,0
ㅼ궗663384,127.1195826,37.44461759,,,,,,,,,,1,,,2019,0,0
ㅼ궗703370,127.1648586,37.43213544,,,,,,,,,,13,,,1997.31,0,0
ㅼ궗596338,127.0440918,37.40288744,,,,,,,,,,,,,,0,0
ㅼ궗651270,127.1065542,37.34181792,,,,,,,,,,,,,,0,0
ㅼ궗621377,127.0721382,37.43814578,,,,,,,,,,,,,,0,0
ㅼ궗672356,127.1298813,37.41941187,,,,,,,,,,,,,,0,0
ㅼ궗676411,127.1341605,37.46900056,,,,,,,,,,,,,,0,0
ㅼ궗687354,127.1468415,37.417661,,,,,,,,,,,,,,0,0
ㅼ궗592325,127.0396441,37.39115234,,,,,,,,,,,,,,0,0
ㅼ궗642348,127.0960168,37.41209001,,,,,,,,,,,,,,0,0
ㅼ궗712409,127.1748793,37.46731687,,,,,,,,,,,,,,0,0
ㅼ궗629316,127.0814873,37.38319544,,,,,,,,,,,,,,0,0
ㅼ궗692299,127.1527207,37.36810259,,,,,,,,,,,,,,0,0
ㅼ궗593324,127.0407792,37.39025538,,,,,,,,,,,,,,0,0
ㅼ궗718390,127.1817369,37.45020952,,,,,,,,,,,,,,0,0
ㅼ궗628334,127.0802673,37.3994159,,,,,,,,,,,,,,0,0
ㅼ궗672271,127.1302577,37.34279576,,,,,,,,,,,,,,0,0
ㅼ궗621379,127.0721279,37.43994848,,,,,,,,,,,,,,0,0
ㅼ궗673275,127.131369,37.34640477,,,,,,,,,,,,,,0,0
ㅼ궗694364,127.1547107,37.42669799,,,,,,,,,,,,,,0,0
ㅼ궗657393,127.1127579,37.45270775,,,,,,,,,,,,,,0,0
ㅼ궗666291,127.1233939,37.36080179,,,,,,,,,,,,,,0,0
ㅼ궗706372,127.1682416,37.43394772,,,,,,,,,,,,,,0,0
ㅼ궗690321,127.15037,37.38792605,,,,,,,,,,,,,,0,0
ㅼ궗702342,127.1638412,37.40689405,,,,,,,,,,,,,,0,0
ㅼ궗722364,127.1863571,37.42678619,,,,,,,,,,,,,,0,0
ㅼ궗671347,127.1287912,37.41129608,,,,,,,,,,2,,,1999.5,0,0
ㅼ궗603324,127.0520759,37.39029871,,,,,,,,,,,,,,0,0
ㅼ궗611304,127.0612182,37.37230543,,,,,,,,,,,,,,0,0
ㅼ궗655289,127.1109816,37.35895885,,,,,,,,,,,,,,0,0
ㅼ궗679374,127.1377139,37.43566085,,,,,,,,,,,,,,0,0
ㅼ궗600311,127.0487571,37.37856819,,,,,,,,,,,,,,0,0
ㅼ궗628346,127.0802069,37.41023218,,,,,,,,,,,,,,0,0
ㅼ궗604347,127.0530824,37.41103413,,,,,,,,,,,,,,0,0
ㅼ궗725396,127.1896286,37.45563874,,,,,,,,,,,,,,0,0
ㅼ궗651269,127.1065589,37.34091655,,,,,,,,,,1,,,2000,0,0
ㅼ궗626363,127.077861,37.42554716,,,,,,,,,,,,,,0,0
ㅼ궗683313,127.1424967,37.38069147,,,,,,,,,,,,,,0,0
ㅼ궗726388,127.190789,37.44843081,,,,,,,,,,,,,,0,0
ㅼ궗654372,127.1094644,37.43376814,,,,,,,,,,,,,,0,0
ㅼ궗611310,127.0611867,37.37771358,,,,,,,,,,,,,,0,0
ㅼ궗667299,127.1244871,37.36801632,,,,,,,,,,2,,,2006.5,2,0
ㅼ궗681363,127.1400221,37.4257528,,,,,,,,,,,,,,0,0
ㅼ궗689386,127.148967,37.44651125,,,,,,,,,,,,,,2,0
ㅼ궗705328,127.1672867,37.39428451,,,,,,,,,,,,,,0,0
ㅼ궗608315,127.0577718,37.38220775,,,,,,,,,,,,,,0,0
ㅼ궗622286,127.0737334,37.35612634,,,,,,,,,,,,,,0,0
ㅼ궗658311,127.1142677,37.3788,,,,,,,,,,2,,,2005,1,0
ㅼ궗664262,127.1212667,37.33465484,,,,,,,,,,,,,,0,0
ㅼ궗630314,127.0826268,37.38139671,,,,,,,,,,,,,,0,0
ㅼ궗693358,127.1536054,37.42128651,,,,,,,,,,,,,,0,0
ㅼ궗592337,127.0395779,37.40196858,,,,,,,,,,,,,,0,0
ㅼ궗662375,127.1184933,37.43650174,,,,,,,,,,,,,,0,0
ㅼ궗622351,127.0734016,37.41471469,,,,,,,,,,,,,,0,0
ㅼ궗627324,127.0791878,37.3903983,,,,,,,,,,,,,,0,0
ㅼ궗656360,127.1117809,37.42295931,,,,,,,,,,,,,,0,0
ㅼ궗599366,127.0473295,37.4281383,,,,,,,,,,,,,,0,0
ㅼ궗648306,127.1029965,37.37425581,,,,,,,,,,,,,,0,0
ㅼ궗666408,127.1228655,37.46626095,,,,,,,,,,,,,,0,0
ㅼ궗652376,127.1071849,37.43736607,,,,,,,,,,,,,,0,0
ㅼ궗625316,127.076969,37.38317936,,,,,,,,,,,,,,0,0
ㅼ궗649269,127.104301,37.34090902,,,,,,,,,,,,,,0,0
ㅼ궗619298,127.0702842,37.36693044,,,,,,,,,,,,,,0,2
ㅼ궗686338,127.1457793,37.40323581,,,,,,,,,,,,,,0,0
ㅼ궗600340,127.0486004,37.40470749,,,,,,,,,,,,,,0,0
ㅼ궗600331,127.048649,37.39659531,,,,,,,,,,,,,,0,0
ㅼ궗630350,127.0824468,37.41384561,,,,,,,,,,,,,,0,0
ㅼ궗686297,127.1459531,37.36627976,,,,,,,,,,,,,,0,0
ㅼ궗703328,127.1650273,37.39427813,,,,,,,,,,,,,,0,0
ㅼ궗656288,127.1121155,37.35806119,,,,,,,,,,,,,,0,0
ㅼ궗617333,127.0678446,37.39846977,,,,,,,,,,,,,,0,0
ㅼ궗655335,127.1107674,37.40042161,,,,,,,,,,2,,,2011,0,0
ㅼ궗660389,127.1161681,37.4491134,,,,,,,,,,,,,,0,0
ㅼ궗678405,127.1364484,37.46359942,,,,,,,,,,2,,1,1962.5,1,0
ㅼ궗702327,127.1639015,37.39337355,,,,,,,,,,,,,,0,0
ㅼ궗598343,127.0463243,37.4074029,,,,,,,,,,,,,,0,0
ㅼ궗694304,127.1549588,37.37261605,,,,,,,,,,,,,,0,0
ㅼ궗662283,127.1189134,37.35357637,,,,,,,,,,,,,,0,0
ㅼ궗653350,127.1084374,37.41393454,,,,,,,,,,,,,,0,0
ㅼ궗678363,127.1366315,37.42574243,,,,,,,,,,,,,,0,0
ㅼ궗711405,127.1737641,37.46370833,,,,,,,,,,,,,,0,0
ㅼ궗621294,127.0725633,37.36333317,,,,,,,,,,,,,,0,0
ㅼ궗632337,127.0847716,37.40213593,,,,,,,,,,,,,,0,0
ㅼ궗644307,127.098474,37.37514192,,,,,,,,,,,,,,0,0
ㅼ궗666294,127.1233803,37.36350589,,,,,,,,,,,,,,0,0
ㅼ궗686314,127.1458811,37.38160303,,,,,,,,,,,,,,0,0
ㅼ궗722362,127.1863646,37.42498346,,,,,,,,,,,,,,0,0
ㅼ궗628358,127.0801465,37.42104844,,,,,,,,,,,,,,0,0
ㅼ궗617311,127.0679584,37.37863989,,,,,,,,,,,,,,0,0
ㅼ궗697308,127.1583306,37.37623137,,,,,,,,,,,,,,0,0
ㅼ궗721389,127.1851324,37.44931725,,,,,,,,,,,,,,0,0
ㅼ궗676266,127.1347953,37.33830292,,,,,,,,,,,,,,0,0
ㅼ궗687387,127.1467017,37.44740588,,,,,,,,,,,,,,1,18
ㅼ궗690299,127.150462,37.36809594,,,,,,,,,,,,,,0,0
ㅼ궗695320,127.1560223,37.38704124,,,,,,,,,,,,,,0,0
ㅼ궗637376,127.0902293,37.43730851,,,,,,,,,,,,,,0,0
ㅼ궗709364,127.1716641,37.42674629,,,,,,,,,,,,,,0,0
ㅼ궗637282,127.0906903,37.3525807,,,,,,,,,,,,,,1,0
ㅼ궗597362,127.0450908,37.42452423,,,,,,,,,,,,,,0,0
ㅼ궗596310,127.0442446,37.37764951,,,,,,,,,,,,,,0,0
ㅼ궗693379,127.1535182,37.44021509,,,,,,,,,,,,,,0,0
ㅼ궗721394,127.1851135,37.45382405,,,,,,,,,,,,,,0,0
ㅼ궗666345,127.1231503,37.40947548,,,,,,,,,,,,,,0,0
ㅼ궗623284,127.0748727,37.35432768,,,,,,,,,,,,,,0,0
ㅼ궗635303,127.0883287,37.37150152,,,,,,,,,,,,,,0,0
ㅼ궗689315,127.1492655,37.3825145,,,,,,,,,,,,,,0,0
ㅼ궗630311,127.0826418,37.37869262,,,,,,,,,,,,,,0,0
ㅼ궗666403,127.1228881,37.46175419,,,,,,,,,,,,,,0,0
ㅼ궗656266,127.1122175,37.33823107,,,,,,,,,,,,,,0,0
ㅼ궗677411,127.1352913,37.46900405,,,,,,,,,,1,,,2019,0,2
ㅼ궗628342,127.080227,37.40662675,,,,,,,,,,1,,,,0,2
ㅼ궗646279,127.1008665,37.34991132,,,,,,,,,,,,,,0,0
ㅼ궗711412,127.1737367,37.47001783,,,,,,,,,,,,,,0,0
ㅼ궗643295,127.0974023,37.36432171,,,,,,,,,,,,,,0,0
ㅼ궗677272,127.1358981,37.34371464,,,,,,,,,,,,,,0,0
ㅼ궗591306,127.0386193,37.37402218,,,,,,,,,,,,,,0,0
ㅼ궗611346,127.0609975,37.41016241,,,,,,,,,,,,,,0,0
ㅼ궗679297,127.1380479,37.36625584,,,,,,,,,,,,,,0,0
ㅼ궗695355,127.1558781,37.41858903,,,,,,,,,,,,,,0,0
ㅼ궗612319,127.062269,37.38582999,,,,,,,,,,,,,,0,0
ㅼ궗672389,127.1297348,37.44915668,,,,,,,,,,,,,,0,0
ㅼ궗695327,127.1559935,37.39335081,,,,,,,,,,,,,,0,0
ㅼ궗592310,127.0397267,37.37763201,,,,,,,,,,,,,,0,0
ㅼ궗713347,127.176251,37.41143557,,,,,,,,,,,,,,0,0
ㅼ궗621381,127.0721177,37.44175118,,,,,,,,,,,,,,0,0
ㅼ궗709363,127.171668,37.42584493,,,,,,,,,,,,,,0,0
ㅼ궗621297,127.072548,37.36603726,,,,,,,,,,,,,,0,0
ㅼ궗632382,127.0845475,37.44269689,,,,,,,,,,,,,,0,0
ㅼ궗622309,127.0736161,37.37685767,,,,,,,,,,,,,,0,0
ㅼ궗625375,127.0766699,37.43635935,,,,,,,,,,,,,,0,0
ㅼ궗694328,127.1548596,37.39424889,,,,,,,,,,,,,,0,0
ㅼ궗664350,127.1208677,37.41397506,,,,,,,,,,,,,,0,0
ㅼ궗675391,127.1331177,37.45096997,,,,,,,,,,3,,,2004,0,0
ㅼ궗625300,127.07705,37.36875758,,,,,,,,,,,,,,0,0
ㅼ궗657312,127.1131336,37.37969768,,,,,,,,,,,,,,0,0
ㅼ궗648298,127.1030345,37.36704489,,,,,,,,,,,,,,0,0
ㅼ궗661398,127.1172573,37.45722925,,,,,,,,,,,,,,0,0
ㅼ궗642381,127.0958569,37.44183473,,,,,,,,,,,,,,0,0
ㅼ궗678295,127.1369273,37.36444964,,,,,,,,,,,,,,0,0
ㅼ궗697344,127.1581833,37.40868058,,,,,,,,,,,,,,0,0
ㅼ궗619344,127.0700475,37.40839292,,,,,,,,,,1,,,2005,0,5
ㅼ궗653268,127.1088214,37.34002266,,,,,,,,,,3,,,2012.33,0,0
ㅼ궗717362,127.1807136,37.42496833,,,,,,,,,,,,,,0,0
ㅼ궗690315,127.1503951,37.38251784,,,,,,,,,,2,,,2010,1,0
ㅼ궗657287,127.1132493,37.35716352,,,,,,,,,,,,,,0,0
ㅼ궗684330,127.1435537,37.3960181,,,,,,,,,,,,,,0,0
ㅼ궗684390,127.1432973,37.45009976,,,,,,,,,,,,,,0,0
ㅼ궗641296,127.0951389,37.36521536,,,,,,,,,,,,,,0,0
ㅼ궗663320,127.1198743,37.38693057,,,,,,,,,,,,,,1,0
ㅼ궗603364,127.0518611,37.42635283,,,,,,,,,,,,,,0,0
ㅼ궗679322,127.1379396,37.38879002,,,,,,,,,,,,,,0,0
ㅼ궗622354,127.0733862,37.41741875,,,,,,,,,,,,,,0,1
ㅼ궗676295,127.1346687,37.36444268,,,,,,,,,,,,,,0,0
ㅼ궗677317,127.1357021,37.38427625,,,,,,,,,,,,,,0,0
ㅼ궗644395,127.0980503,37.45446138,,,,,,,,,,,,,,0,0
ㅼ궗656329,127.1119251,37.39501715,,,,,,,,,,,,,,0,0
ㅼ궗693303,127.1538335,37.37171138,,,,,,,,,,,,,,0,0
ㅼ궗690331,127.1503281,37.39693971,,,,,,,,,,,,,,0,0
ㅼ궗706388,127.1681779,37.44836949,,,,,,,,,,,,,,0,0
ㅼ궗670350,127.1276479,37.41399661,,,,,,,,,,,,,,0,0
ㅼ궗676315,127.1345813,37.38247003,,,,,,,,,,,,,,1,0
ㅼ궗705329,127.1672827,37.39518587,,,,,,,,,,,,,,0,0
ㅼ궗649348,127.1039268,37.41211677,,,,,,,,,,,,,,0,0
ㅼ궗704367,127.1660009,37.42943455,,,,,,,,,,,,,,0,0
ㅼ궗693343,127.1536677,37.40776606,,,,,,,,,,,,,,0,0
ㅼ궗631336,127.0836467,37.4012306,,,,,,,,,,,,,,0,0
ㅼ궗608321,127.0577401,37.3876159,,,,,,,,,,,,,,0,18
ㅼ궗648387,127.102611,37.44726585,,,,,,,,,,,,,,0,0
ㅼ궗661265,127.1178665,37.33734807,,,,,,,,,,2,,,1997,2,0
ㅼ궗700321,127.1616664,37.3879589,,,,,,,,,,,,,,0,0
