소재지도로명주소,카메라대수,위도,경도,데이터기준일자,소재지지번주소,,,,,,,,구미동,133,구미동,133
,1,37.3983459,127.0929332,2018.4.1,경기도 성남시 분당구 판교동 516-13번지 E8-1블럭 내 자동크린넷 앞,,,,,,,,,,,
"경기도 성남시 분당구 서판교로180번길 18-2, 주변  (판교동)",1,37.4022329,127.0949281,2018.4.1,경기도 성남시 분당구 판교동 500번지 판교공원 내 산책로 주변,,,,,,,,,,,
"경기도 성남시 분당구 판교로 50, 106동  옆 판교공원 내 생태공원 입구(판교동, 판교원마을주공휴먼시아1단지)",1,37.4022329,127.0949281,2018.4.1,경기도 성남시 분당구 판교동 500번지 판교원마을 1단지(106동) 옆 판교공원 내 생태공원 입구,,,,,,,,,,,
"경기도 성남시 분당구 서판교로180번길 18-2, 판교홍보관뒤청소년수련시설구름다리앞  (판교동)",1,37.4022329,127.0949281,2018.4.1,경기도 성남시 분당구 판교동 500번지 판교 홍보관 뒤 청소년 수련시설(구름다리) 앞,,,,,,,,,,,
"경기도 성남시 분당구 판교로 50, 108동  옆 판교공원 입구(판교동, 판교원마을주공휴먼시아1단지)",1,37.4022329,127.0949281,2018.4.1,경기도 성남시 분당구 판교동 500번지 판교원마을 1단지(108동) 옆 판교공원 입구,,,,,,,,,,,
,1,37.3917092,127.0893925,2018.4.1,경기도 성남시 분당구 판교동 614-13번지 판교도서관 주차장 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교로 30, 보행자 출입구 앞 저류지(판교동, 판교원마을2단지푸르지오아파트)",1,37.3901177,127.0865641,2018.4.1,경기도 성남시 분당구 판교동 623-1번지 원마을 2단지 보행자 출입구 앞 (저류지),,,,,,,,,,,
,1,37.3890903,127.0900327,2018.4.1,경기도 성남시 분당구 판교동 624-1번지 농협(서판교지점)앞 저류지 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교원로 209, 운중천 구름다리 입구(판교동, 판교원마을진원제비앙아파트)",1,37.3887861,127.090741,2018.4.1,경기도 성남시 분당구 판교동 628-1번지 원마을 6단지 운중천 구름다리 입구,,,,,,,,,,,
경기도 성남시 분당구 내어린이공원/보행자출입로,1,37.3900165,127.0917723,2018.4.1,경기도 성남시 분당구 판교동 596-4번지 F7-1블럭 주택지역 내 어린이공원 / 보행자 출입로 사이,,,,,,,,,,,
,1,37.3983863,127.0932164,2018.4.1,경기도 성남시 분당구 판교동 513-3번지 영운정사 화장실 앞,,,,,,,,,,,
"경기도 성남시 분당구 서판교로 147, 판교  뒷편 체육공원 내(판교동, 판교원마을현대힐스테이트아파트)",1,37.4022329,127.0949281,2018.4.1,경기도 성남시 분당구 판교동 500번지 판교 원마을 11단지 뒷편 체육공원 내,,,,,,,,,,,
,1,37.3927409,127.1003456,2018.4.1,경기도 성남시 분당구 판교동 559-7번지 E11-1블럭 내 서판교 차량 출입구 건너편 (주택지역),,,,,,,,,,,
,1,37.3909771,127.0981206,2018.4.1,경기도 성남시 분당구 판교동 562-12번지 E11-1블럭 내 분수공원 건너편,,,,,,,,,,,
,1,37.3891111,127.1003685,2018.4.1,경기도 성남시 분당구 판교동 581-10번지 E10-1블럭 내 자동크린넷 주변 (운중로 방향),,,,,,,,,,,
경기도 성남시 분당구 앞사거리,1,37.3896021,127.0988265,2018.4.1,경기도 성남시 분당구 판교동 577-5번지 판교동 주민센터 앞 사거리 (E10-1블럭 내),,,,,,,,,,,
경기도 성남시 분당구 사거리,1,37.390889,127.096792,2018.4.1,경기도 성남시 분당구 판교동 898-6번지 성내미터널입구 사거리,,,,,,,,,,,
경기도 성남시 분당구 진입로,1,37.399214,127.096203,2018.4.1,경기도 성남시 분당구 판교동 518-3번지 열병합발전소 진입로 (서판교 진입로),,,,,,,,,,,
"경기도 성남시 분당구 서판교로 29, 피크닉장 내부  후문(판교동, 판교원마을한림풀에버아파트)",1,37.3888459,127.0946394,2018.4.1,경기도 성남시 분당구 판교동 585-1번지 피크닉장 내부 (원마을 9단지 후문),,,,,,,,,,,
"경기도 성남시 분당구 서판교로132번길 26, (판교동)",3,37.3992942,127.098689,2018.4.1,경기도 성남시 분당구 판교동 528-1번지,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로385번길 7, 관할  (백현동)",1,37.3780077,127.1010057,2018.4.1,경기도 성남시 분당구 백현동 366-7번지(판교동 관할),,,,,,,,,,,
"경기도 성남시 분당구 운중로225번길 37, 판교제 2호 어린이집(판교동)",1,37.3944068,127.0912275,2018.4.1,경기도 성남시 분당구 판교동 553번지(판교제2어린이집),,,,,,,,,,,
"경기도 성남시 분당구 판교원로 200, 시립판교어린이집  (판교동)",1,37.3859299,127.0882133,2018.4.1,경기도 성남시 분당구 판교동 632번지(시립판교어린이집),,,,,,,,,,,
,4,37.3950009,127.0992552,2018.4.1,경기도 성남시 분당구 판교동 547 미르어린이공원,,,,,,,,,,,
,4,37.3982826,127.0973663,2018.4.1,경기도 성남시 분당구 판교동 532 봄볕어린이공원,,,,,,,,,,,
,3,37.3868705,127.1002632,2018.4.1,경기도 성남시 분당구 판교동 647 낙생어린이공원,,,,,,,,,,,
,3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 판교동 508-7번지,,,,,,,,,,,
,1,37.3983863,127.0932164,2018.4.1,경기도 성남시 분당구 판교동 513-3번지 영운정사 입구,,,,,,,,,,,
,1,37.4021932,127.1166321,2018.4.1,경기도 성남시 분당구 삼평동 724-1번지 삼평유치원 앞,,,,,,,,,,,
,3,37.4017696,127.1149373,2018.4.1,경기도 성남시 분당구 삼평동 722-4번지 이황초등학교 후문 앞(보행자출입구),,,,,,,,,,,
,1,37.3995285,127.1150416,2018.4.1,경기도 성남시 분당구 삼평동 731번지 삼평어린이공원 내부,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 212, 건너편 봇들어린이공원 내부(삼평동, 봇들마을주공6단지)",1,37.3995763,127.1183055,2018.4.1,경기도 성남시 분당구 삼평동 729번지 봇들마을 6단지 건너편 봇들어린이공원 내부,,,,,,,,,,,
,1,37.4015621,127.1076887,2018.4.1,경기도 성남시 분당구 삼평동 680-1번지 NHN/네오위지 빌딩 앞 공원 내부,,,,,,,,,,,
,1,37.4037281,127.1109663,2018.4.1,경기도 성남시 분당구 삼평동 689-1번지 LIG 넥스윈 빌딩 옆 폭포공원 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교역로 203, ㈜엔씨소프트빌딩  옆 판교테크노파크공원 공공화장실 앞(삼평동)",5,37.3987963,127.1081982,2018.4.1,경기도 성남시 분당구 삼평동 669번지 ㈜엔씨소프트 빌딩 옆 판교테크노파크공원(공공화장실 앞),,,,,,,,,,,
경기도 성남시 분당구 사거리,1,37.3998419,127.1097329,2018.4.1,경기도 성남시 분당구 삼평동 667-7번지 ㈜엔씨소프트 빌딩 옆 저류지 사거리,,,,,,,,,,,
"경기도 성남시 분당구 판교로 185, 내부역사공원앞 E13동  (판교동)",1,37.4006362,127.0950818,2018.4.1,경기도 성남시 분당구 판교동 498번지 E13-1블럭 내부 역사공원 앞,,,,,,,,,,,
,1,37.4051963,127.0986731,2018.4.1,경기도 성남시 분당구 삼평동 614번지 빛나래어린이 공원 내부,,,,,,,,,,,
,1,37.4041385,127.1014047,2018.4.1,경기도 성남시 분당구 삼평동 620번지 우주어린이공원 내부,,,,,,,,,,,
,1,37.4016245,127.1021625,2018.4.1,경기도 성남시 분당구 삼평동 626번지 환상어린이공원 내부,,,,,,,,,,,
,1,37.4004635,127.1006084,2018.4.1,경기도 성남시 분당구 삼평동 609-3번지 판교벤쳐벨리㈜ 빌딩 건너편(고속도로 방향) 인도,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로 609, 화랑공원내공연장앞  (삼평동)",1,37.3972616,127.105877,2018.4.1,경기도 성남시 분당구 삼평동 639번지 화랑공원 내 공연장 앞,,,,,,,,,,,
경기도 성남시 분당구 산책로,1,37.4084987,127.1169442,2018.4.1,경기도 성남시 분당구 삼평동 717-2번지 송현공원 내부 산책로 입구,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 275, 사송고 앞 삼거리(삼평동, 봇들마을1단지풍성신미주아파트)",4,37.4048932,127.1156978,2018.4.1,경기도 성남시 분당구 삼평동 709-1번지 사송고 앞 삼거리 (봇들마을 1단지 보행자도로),,,,,,,,,,,
경기도 성남시 분당구 정문앞사거리,3,37.4047677,127.1166048,2018.4.1,경기도 성남시 분당구 삼평동 710-1번지 송현초등학교 정문 앞 사거리(대로변),,,,,,,,,,,
"경기도 성남시 중원구 제일로 55, (성남동)",1,37.4318133,127.1356035,2018.4.1,경기도 성남시 중원구 성남동 3758,,,,,,,,,,,
경기도 성남시 분당구 내보행자출입로,1,37.390889,127.096792,2018.4.1,경기도 성남시 분당구 판교동 515-16번지 E8-1블럭 내 보행자 출입로 앞 사거리,,,,,,,,,,,
,1,37.3957256,127.1176881,2018.4.1,경기도 성남시 삼평동 139-1,,,,,,,,,,,
,1,37.3901328,127.0892993,2018.4.1,경기도 성남시 분당구 판교동 621-8번지 F6-1블럭 주택지역 내 음식점(매운세상) 옆,,,,,,,,,,,
,1,37.3903808,127.0913864,2018.4.1,경기도 성남시 분당구 판교동 595-3번지 F7-1블럭 주택지역 내 음식점(남원추어탕) 옆,,,,,,,,,,,
"경기도 성남시 분당구 야탑로139번길 11, (야탑동)",1,37.410757,127.134232,2018.4.1,경기도 성남시 분당구 야탑3동 322-1번지,,,,,,,,,,,
,1,37.3898799,127.0914888,2018.4.1,경기도 성남시 분당구 판교동 597번지 너울어린이공원 내부,,,,,,,,,,,
,1,37.3894672,127.091694,2018.4.1,경기도 성남시 분당구 판교동 589-1번지 F7-1블럭 주택지역과 교회 사이 구름다리 앞,,,,,,,,,,,
경기도 성남시 분당구 사거리,1,37.3900836,127.0931421,2018.4.1,경기도 성남시 분당구 판교동 605-9번지 F7-1블럭 주택지역 내 주출입구 사거리,,,,,,,,,,,
,1,37.3892742,127.0934163,2018.4.1,경기도 성남시 분당구 판교동 586-8번지 F7-1블럭 주택지역 내 상가(유기농산물 판매점) 앞,,,,,,,,,,,
경기도 성남시 분당구 앞삼거리,4,37.3873913,127.0909846,2018.4.1,경기도 성남시 분당구 판교동 636-1번지 판교초등학교 앞 삼거리,,,,,,,,,,,
,5,37.3860811,127.1000703,2018.4.1,경기도 성남시 분당구 판교동 647-2번지 낙생고등학교 옆 휴계공원 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교원로286번길 3, 주택 E9동  지역 내 주출입구(판교동)",1,37.386469,127.0978334,2018.4.1,경기도 성남시 분당구 판교동 658번지 E9-1블럭 주택지역 내 주출입구,,,,,,,,,,,
,1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 616-2번지 만도중앙연구소옆,,,,,,,,,,,
"경기도 성남시 수정구 수정남로132번길 13-1, (신흥동)",1,37.4419576,127.1425442,2018.4.1,경기도 성남시 수정구 신흥1동 5131,,,,,,,,,,,
"경기도 성남시 수정구 수정남로98번길 15, (신흥동)",1,37.4407304,127.1391996,2018.4.1,경기도 성남시 수정구 신흥1동 6154,,,,,,,,,,,
"경기도 성남시 수정구 수정로274번길 5, (신흥동)",1,37.4489522,127.1463421,2018.4.1,경기도 성남시 수정구 신흥2동 952-26,,,,,,,,,,,
"경기도 성남시 수정구 수정로252번길 10-1, (신흥동)",1,37.4468743,127.1462199,2018.4.1,경기도 성남시 수정구 신흥2동 1811,,,,,,,,,,,
"경기도 성남시 수정구 수정로 218, (신흥동)",1,37.4443074,127.1441357,2018.4.1,경기도 성남시 수정구 신흥3동 3435,,,,,,,,,,,
"경기도 성남시 수정구 수정로57번길 5, (태평동)",1,37.4399787,127.1267641,2018.4.1,경기도 성남시 수정구 태평1동 6953,,,,,,,,,,,
"경기도 성남시 수정구 남문로94번길 12, (태평동)",1,37.4459171,127.1373715,2018.4.1,경기도 성남시 수정구 태평2동 3295-3,,,,,,,,,,,
"경기도 성남시 수정구 탄리로131번길 15, (태평동)",1,37.4467982,127.1320531,2018.4.1,경기도 성남시 수정구 태평3동 4010,,,,,,,,,,,
"경기도 성남시 수정구 수정남로48번길 26, (수진동)",1,37.4382681,127.1339427,2018.4.1,경기도 성남시 수정구 수진1동 1222,,,,,,,,,,,
"경기도 성남시 수정구 수정남로30번길 4, (수진동)",1,37.4395984,127.1312808,2018.4.1,경기도 성남시 수정구 수진2동 3375,,,,,,,,,,,
"경기도 성남시 수정구 수정남로335번길 7, (산성동)",1,37.4577209,127.1539218,2018.4.1,경기도 성남시 수정구 산성동 219,,,,,,,,,,,
"경기도 성남시 수정구 수정남로289번길 8-1, (산성동)",1,37.4545757,127.1503392,2018.4.1,경기도 성남시 수정구 산성동 1436,,,,,,,,,,,
"경기도 성남시 분당구 판교로255번길 9-22, CITY옆 W동  우림(삼평동)",1,37.4038624,127.1000178,2018.4.1,경기도 성남시 삼평동 618번지 우림W-CITY 옆,,,,,,,,,,,
"경기도 성남시 수정구 양지로27번길 7, (양지동)",1,37.4575302,127.1615593,2018.4.1,경기도 성남시 수정구 양지동 617,,,,,,,,양지동,190,,
,1,37.4265081,127.1042851,2018.4.1,경기도 성남시 수정구 시흥동 169-3(시흥2교 주변),,,,,,,,,,,
"경기도 성남시 수정구 복정안골로 10, (복정동)",1,37.4642057,127.1364617,2018.4.1,경기도 성남시 수정구 복정동 185,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로 609, 화랑공원내메인광장내부  (삼평동)",1,37.3972616,127.105877,2018.4.1,경기도 성남시 분당구 삼평동 639번지 화랑공원 내 메인광장 내부,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로 609, 크린타워  화랑공원 입구(삼평동)",5,37.3972616,127.105877,2018.4.1,경기도 성남시 분당구 삼평동 639번지 화랑공원 입구 (크린타워 앞 사거리),,,,,,,,,,,
,1,37.4075845,127.1155938,2018.4.1,경기도 성남시 분당구 삼평동 717-1번지 송현공원 앞 출입구 (대로변),,,,,,,,,,,
"경기도 성남시 분당구 동판교로 156, 앞 저류지 입구 대교(삼평동, 봇들마을9단지금호어울림아파트)",1,37.3975462,127.1170355,2018.4.1,경기도 성남시 분당구 삼평동 745-1번지 봇들마을 9단지 앞 저류지 입구(대교),,,,,,,,,,,
,1,37.3972751,127.1166517,2018.4.1,경기도 성남시 분당구 삼평동 738-1번지 봇들마을 단지 보행자 출입구 앞,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 268, 삼평어린이집  (삼평동)",1,37.4060884,127.115869,2018.4.1,경기도 성남시 분당구 삼평동 711번지(삼평어린이집),,,,,,,,,,,
"경기도 성남시 분당구 동판교로 258, 송현초등학교  (삼평동)",3,37.4052438,127.1163704,2018.4.1,경기도 성남시 분당구 삼평동 710번지(송현초등학교),,,,,,,,,,,
,4,37.4045517,127.1151067,2018.4.1,경기도 성남시 분당구 삼평동 707 송현어린이공원,,,,,,,,,,,
,4,37.3995763,127.1183055,2018.4.1,경기도 성남시 분당구 삼평동 729 봇들어린이공원,,,,,,,,,,,
,4,37.4016245,127.1021625,2018.4.1,경기도 성남시 분당구 삼평동 626 환상어린이공원,,,,,,,,,,,
,3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 삼평동 704-3번지,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로606번길 45, 맞은편변경전:백현동 655동 655호 / 번지 1번지(삼평동)",1,37.3969854,127.1120954,2018.4.1,경기도 성남시 분당구 삼평동 653번지 사거리 / 655번지 맞은편  (변경전 : 백현동 655-1번지),,,,,,,,,,,
경기도 성남시 분당구 진입로,1,37.3931543,127.1082069,2018.4.1,경기도 성남시 분당구 백현동 530-1번지 알파돔시티 내 판교IC 진입로 아래,,,,,,,,,,,
,1,37.3999225,127.0973841,2018.4.1,경기도 성남시 분당구 판교동 510-6번지 E12-1블럭 내부 (판교로 방향),,,,,,,,,,,
"경기도 성남시 분당구 동판교로177번길 25, 741동 1호 번지(삼평동, 판교호반써밋플레이스)",1,37.3980764,127.1132541,2018.4.1,경기도 성남시 분당구 삼평동 740번지 봇들교사거리 인도변(변경전 : 백현동 741-1번지),,,,,,,,,,,
경기도 성남시 분당구 사거리,5,37.396116,127.1168643,2018.4.1,경기도 성남시 분당구 삼평동 743-1번지 보평초교사거리 인도(변경전 : 백현동 743-2번지),,,,,,,,,,,
"경기도 성남시 분당구 판교역로 109, 낙생 지하층  차도(백현동)",4,37.391961,127.109651,2018.4.1,경기도 성남시 분당구 백현동 529번지(낙생지하차도),,,,,,,,,,,
경기도 성남시 분당구 동안사거리,1,37.3959881,127.1094882,2018.4.1,경기도 성남시 분당구 백현동 531-1번지 동안사거리 인도변(변경전 : 백현동 641-2번지),,,,,,,,,,,
,1,37.3947336,127.107977,2018.4.1,경기도 성남시 분당구 백현동 531-2번지 알파돔시티 내 나들이공원 입구(서편),,,,,,,,,,,
"경기도 성남시 분당구 안양판교로 1221, (판교동)",4,37.381831,127.101901,2018.4.1,경기도 성남시 분당구 판교동 653,,,,,,,,,,,
,4,37.362201,127.058811,2018.4.1,경기도 성남시 분당구 대장동 577-4번지,,,,,,,,대장동,12,,
경기도 성남시 수정구 성남대로,4,37.4673858,127.1266884,2018.4.1,경기도 성남시 수정구 복정동 264-14번지 복정사거리(성남대로),,,,,,,,,,,
"경기도 성남시 수정구 수정로456번길 67-1, 부근-남한산성입구 변전소(산성동, 현대빌라)",3,37.4560829,127.1552006,2018.4.1,경기도 성남시 수정구 산성동 492번지 창곡중학교부근-남한산성입구 변전소 부근(수정로),,,,,,,,,,,
경기도 성남시 수정구 경부고속도로,1,37.4305929,127.0720837,2018.4.1,경기도 성남시 수정구 상적동 213-1번지 경부고속도로 부근(청계로),,,,,,,,,,,
,2,37.422643,127.187022,2018.4.1,경기도 성남시 중원구 갈현동 83번지 갈마터널입구(3번국도),,,,,,,,,,,
경기도 성남시 중원구 성남대로,1,37.4284282,127.1283863,2018.4.1,경기도 성남시 중원구 성남동 1874번지 모란사거리 성남IC진입로(성남대로),,,,,,,,,,,
경기도 성남시 중원구 돌마로,3,37.4278915,127.1380179,2018.4.1,경기도 성남시 중원구 하대원동 430번지 혜성주유소사거리(돌마로),,,,,,,,,,,
경기도 성남시 중원구 대원로,2,37.4388869,127.1582892,2018.4.1,경기도 성남시 중원구 상대원2동 644-1번지 대원터널입구(대원로),,,,,,,,,,,
,1,37.4312689,127.1538818,2018.4.1,"경기도 성남시 중원구 하대원동 208-4번지 공원터널입구(공원로, 하대원동)",,,,,,,,,,,
,1,37.4409076,127.1521222,2018.4.1,"경기도 성남시 중원구 중앙동 2531번지 공원터널입구(공원로, 중동)",,,,,,,,,,,
"경기도 성남시 분당구 탄천로 257, 분당서비스센터  GM대우(야탑동)",3,37.4144584,127.1193154,2018.4.1,경기도 성남시 분당구 야탑1동 403번지 GM대우 분당서비스센타 옆(분당수서로),,,,,,,,,,,
경기도 성남시 분당구 성남대로,4,37.337576,127.1087199,2018.4.1,경기도 성남시 분당구 구미동 174-3번지 벽산오거리(성남대로),,,,,,,,,,,
경기도 성남시 분당구 태재고개서현로,3,37.3681481,127.1491416,2018.4.1,경기도 성남시 분당구 분당동 199-1번지 태재고개(서현로),,,,,,,,,,,
,3,37.3791376,127.1312115,2018.4.1,경기도 성남시 분당구 서현1동 94-1번지 분당어린이공원(분당32호),,,,,,,,,,,
,5,37.382903,127.1260873,2018.4.1,경기도 성남시 분당구 서현1동 서현역 AK플라자 앞 자전거보관대,,,,,,,,,,,
,3,37.3818659,127.1517576,2018.4.1,경기도 성남시 분당구 서현1동 324번지 소공원어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 문정로144번길 9, 점골어린이공원  (율동)",4,37.3829142,127.1520303,2018.4.1,경기도 성남시 분당구 서현1동 332번지 점골어린이공원,,,,,,,,,,,
,1,37.357431,127.123661,2018.4.1,경기도 성남시 분당구 정자3동 252번지 정자공원 내부,,,,,,,,,,,
"경기도 성남시 분당구 불곡북로25번길 15, (정자동)",3,37.360571,127.126101,2018.4.1,경기도 성남시 분당구 정자3동 244-8번지,,,,,,,,,,,
"경기도 성남시 분당구 불곡남로7번길 7, (정자동)",5,37.359151,127.123621,2018.4.1,경기도 성남시 분당구 정자3동 224-6번지,,,,,,,,,,,
,3,37.3839525,127.1503154,2018.4.1,경기도 성남시 분당구 서현1동 312번지 율동버스정류장 부근,,,,,,,,,,,
,3,37.3833727,127.1365873,2018.4.1,경기도 성남시 분당구 서현1동 135-3번지 안집식당 부근,,,,,,,,,,,
"경기도 성남시 분당구 불정로 195, 지하층  불정 테니스장앞(정자동, 정든마을우성6차아파트)",2,37.3615788,127.1165988,2018.4.1,경기도 성남시 분당구 정자3동 198번지 불정지하보도(우성6단지 테니스장앞),,,,,,,,,,,
,2,37.3822736,127.1516663,2018.4.1,경기도 성남시 분당구 서현1동 323-5번지 율동공원 입구,,,,,,,,,,,
"경기도 성남시 분당구 성남대로 34, 출구오랜지약국앞 3호 오리역번(구미동)",1,37.3388389,127.1093821,2018.4.1,경기도 성남시 구미동 185-3 오리역3번출구 오랜지약국앞,,,,,,,,,,,
"경기도 성남시 분당구 미금로22번길 25, 구미초등학교  주변(구미동)",1,37.3377319,127.1182957,2018.4.1,경기도 성남시 구미동 215번지 구미초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 무지개로 129, 불곡초등학교  주변(구미동)",1,37.340871,127.119241,2018.4.1,경기도 성남시 구미동 241번지 불곡초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 52, MD프라자 6호 미금역 번출구(구미동)",1,37.3496448,127.1077375,2018.4.1,경기도 성남시 구미1동 8-2 미금역 6번출구 MD프라자,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 80, 현대벤처빌 3호 미금역 번출구(구미동)",1,37.349871,127.110151,2018.4.1,경기도 성남시 구미1동 24-2 미금역 3번출구 현대벤처빌,,,,,,,,,,,
"경기도 성남시 분당구 운중로 128, 운중주민센터  (운중동)",1,37.3912755,127.0773467,2018.4.1,경기도 성남시 운중동 944번지 운중주민센터사거리,,,,,,,,,,,
,1,37.3894749,127.0790202,2018.4.1,경기도 성남시 운중동 927-1번지 산운초등학교,,,,,,,,,,,
경기도 성남시 분당구 보행자출입로,1,37.3909401,127.0851522,2018.4.1,경기도 성남시 분당구 운중동 1016-8번지 E5-1블럭 주택지역 내 (큰 사거리 보행자 출입로 입구),,,,,,,,,,,
,1,37.3896333,127.084224,2018.4.1,경기도 성남시 분당구 운중동 1017-4번지 F5-1블럭 주택지역 내 주출입구 앞,,,,,,,,,,,
,1,37.3899469,127.0827665,2018.4.1,경기도 성남시 분당구 운중동 1028-4번지 F5-1블럭 주택지역 내 운중천 운중천육교 앞,,,,,,,,,,,
,1,37.3941795,127.081067,2018.4.1,경기도 성남시 분당구 운중동 991-1번지 배수지 입구 (산책로 입구),,,,,,,,,,,
,1,37.3942939,127.0784543,2018.4.1,경기도 성남시 분당구 운중동 986-18번지 E4-1블럭 주택지역 내 판교공원 앞 (도로변),,,,,,,,,,,
,1,37.3911911,127.084791,2018.4.1,경기도 성남시 분당구 운중동 1014-8번지 D3-1A(아펠바움) 앞 도로변,,,,,,,,,,,
,1,37.3911911,127.084791,2018.4.1,경기도 성남시 분당구 운중동 1014-8번지 D3-1B(아펠바움) 앞 도로변,,,,,,,,,,,
,5,37.3924754,127.0730157,2018.4.1,경기도 성남시 분당구 운중동 956-3번지 하산고등학교 옆 보행자 출입구,,,,,,,,,,,
,1,37.3929365,127.076601,2018.4.1,경기도 성남시 분당구 운중동 981-8번지 F1-1블럭 내 음식점(돈데이) 앞,,,,,,,,,,,
,1,37.3925646,127.0777479,2018.4.1,경기도 성남시 분당구 운중동 975-4번지 F1-1블럭 내 주차장 부지 앞,,,,,,,,,,,
,1,37.3929713,127.0786096,2018.4.1,경기도 성남시 분당구 운중동 971-7번지 F1-1블럭 내 24시간 편의점 앞 (보행자 출입구 앞),,,,,,,,,,,
,1,37.3919799,127.0772005,2018.4.1,경기도 성남시 분당구 운중동 962-1번지 F1-1블럭 내 보행자 출입구 시작점 앞 (빌딩 앞),,,,,,,,,,,
,1,37.3920583,127.0789795,2018.4.1,경기도 성남시 분당구 운중동 968-1번지 F1-1블럭 내 근린상업단지 앞(967번지),,,,,,,,,,,
"경기도 성남시 분당구 산운로208번길 37-1, 주택 E5동  지역 내(운중동)",1,37.3917718,127.0804746,2018.4.1,경기도 성남시 분당구 운중동 997-8번지 E5-2블럭 주택지역 내,,,,,,,,,,,
,1,37.3927626,127.0816393,2018.4.1,경기도 성남시 분당구 운중동 1001-14번지 E5-2블럭 주택지역 내 보행자 출입구 앞,,,,,,,,,,,
경기도 성남시 분당구 진입로,1,37.3917731,127.0752031,2018.4.1,경기도 성남시 분당구 운중동 898-6번지  E5-2블럭 주택지역 진입로 입구 (구름다리 앞),,,,,,,,,,,
,5,37.3917731,127.0752031,2018.4.1,경기도 성남시 분당구 운중동 898-6번지 운중중학교 정문 앞 (버스 정류장 옆),,,,,,,,,,,
"경기도 성남시 분당구 판교원로81번길 9, 운중공원내  (운중동)",1,37.3903045,127.0732102,2018.4.1,경기도 성남시 분당구 운중동 953번지 운중공원 내,,,,,,,,,,,
"경기도 성남시 분당구 내정로174번길 42, 돌고래재래시장  앞(수내동)",1,37.3708946,127.1223499,2018.4.1,경기도 성남시 수내2동 53 돌고래재래시장앞,,,,,,,,,,,
"경기도 성남시 분당구 백현로243번길 12, 수내초등학교  주변(수내동)",1,37.3676788,127.1244548,2018.4.1,경기도 성남시 수내3동 81번지 수내초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 내정로17번길 2, 한솔프라자  앞(정자동)",1,37.3618678,127.1145453,2018.4.1,경기도 성남시 정자동 127-3 한솔프라자앞,,,,,,,,,,,
"경기도 성남시 분당구 황새울로 74, 신기초등학교  주변(정자동)",1,37.366617,127.110435,2018.4.1,경기도 성남시 정자동 89번지 신기초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 성남대로 385, 두산위브파빌리온앞  (정자동)",1,37.3716165,127.1071847,2018.4.1,경기도 성남시 정자1동 15-2 두산위브파빌리온앞,,,,,,,,,,,
,1,37.3614515,127.111435,2018.4.1,경기도 성남시 정자1동 18-6 정자역프라자앞,,,,,,,,,,,
"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워  Ⅱ앞(정자동)",1,37.3652971,127.1076933,2018.4.1,경기도 성남시 정자1동 156-1 젤존타워 Ⅱ앞,,,,,,,,,,,
"경기도 성남시 분당구 성남대로343번길 5, 정자역환승주차장  (정자동)",1,37.3661335,127.1075893,2018.4.1,경기도 성남시 정자1동 26 정자역 환승주차장,,,,,,,,,,,
"경기도 성남시 분당구 정자일로 121, 앞(정자동, 분당더샵스타파크)",1,37.360341,127.105921,2018.4.1,경기도 성남시 분당구 정자1동 174-1 스타파크 앞,,,,,,,,,,,
"경기도 성남시 분당구 서현로 204, 엘지에클라트Ⅱ앞  (서현동)",1,37.3870834,127.1251973,2018.4.1,경기도 성남시 서현1동 245-4 엘지에클라트 Ⅱ앞,,,,,,,,,,,
"경기도 성남시 분당구 새마을로165번길 36, 공항버스정류장  (율동)",1,37.384931,127.123249,2018.4.1,경기도 성남시 서현1동 264 공항버스 정류장,,,,,,,,,,,
"경기도 성남시 분당구 황새울로359번길 11, 풍림아이원입구  (서현동)",1,37.3879773,127.1232627,2018.4.1,경기도 성남시 서현1동 254-1 풍림아이원입구,,,,,,,,,,,
"경기도 성남시 분당구 중앙공원로39번길 12, 서현초등학교  주변(서현동)",1,37.3825402,127.1285856,2018.4.1,경기도 성남시 서현1동 87-1번지 서현초등학교 주변,,,,,,,,,,,
