gid,year,cctv,light,log_pa,ep,fp,yp,log_nb
木夭丑友什62bb28bb,-0.266666667,0,0,1.185401419,-0.343115124,-0.33122807,-0.323076923,2.079441542
木夭丑友什62bb29aa,-0.333333333,-0.5,-0.5,1.185401419,-0.306997743,-0.324210526,-0.323076923,1.609437912
木夭丑友什62bb31ba,-0.733333333,-0.5,-0.5,1.257892646,-0.343115124,-0.33122807,-0.323076923,1.098612289
木夭丑友什62bb32aa,-0.8,0,0,0.166361537,-0.343115124,-0.341052632,-0.323076923,1.386294361
木夭丑友什62bb32ab,-0.8,1.5,1.5,0.166361537,-0.189616253,-0.056140351,0.061538462,4.33073334
木夭丑友什62bb32ba,-0.866666667,2.5,2.5,-1.224175512,-0.162528217,-0.095438596,-0.007692308,4.276666119
木夭丑友什62bb32bb,-1.133333333,1.5,1.5,-0.634878272,-0.270880361,-0.258245614,-0.261538462,3.526360525
木夭丑友什62bb33aa,-0.666666667,-0.5,-0.5,1.686398954,-0.306997743,-0.314385965,-0.323076923,2.890371758
木夭丑友什62bb34aa,-0.333333333,-0.5,-0.5,1.40585186,-0.343115124,-0.341052632,-0.323076923,1.609437912
木夭丑友什62bb34ab,-0.6,-0.5,-0.5,1.40585186,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什62bb35ab,-0.2,0,0,1.585759785,-0.306997743,-0.311578947,-0.323076923,2.48490665
木夭丑友什62bb35ba,-0.666666667,-0.5,-0.5,1.585759785,-0.343115124,-0.332631579,-0.323076923,1.791759469
木夭丑友什62bb36bb,0.133333333,-0.5,-0.5,1.198457624,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什63aa28aa,0.2,-0.5,-0.5,1.058484498,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什63aa28ab,-0.466666667,-0.5,-0.5,1.029262211,-0.343115124,-0.332631579,-0.323076923,0.693147181
木夭丑友什63aa28ba,2,-0.5,-0.5,1.125903149,-0.343115124,-0.329824561,-0.323076923,0
木夭丑友什63aa28bb,-0.133333333,-0.5,-0.5,1.125903149,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什63aa32aa,-0.866666667,0.5,0.5,0.166361537,-0.306997743,-0.294736842,-0.323076923,2.944438979
木夭丑友什63aa32ab,-0.8,5,5,0.166361537,-0.099322799,-0.033684211,0.246153846,4.304065093
木夭丑友什63aa32ba,-0.866666667,3,3,-0.740238788,-0.239277652,-0.199298246,-0.176923077,4.189654742
木夭丑友什63aa32bb,-1,-0.5,-0.5,-0.634878272,-0.284424379,-0.283508772,-0.223076923,3.36729583
木夭丑友什63aa34aa,-0.066666667,0,0,1.40585186,-0.343115124,-0.341052632,-0.323076923,3.526360525
木夭丑友什63aa37ab,-0.333333333,-0.5,-0.5,0.544647172,-0.203160271,-0.254035088,-0.253846154,3.36729583
木夭丑友什63ab28ab,0.8,-0.5,-0.5,1.029262211,-0.343115124,-0.33122807,-0.323076923,1.791759469
木夭丑友什63ab31ba,-1.533333333,-0.5,-0.5,1.257892646,-0.343115124,-0.328421053,-0.323076923,2.63905733
木夭丑友什63ab31bb,-0.6,-0.5,-0.5,0.166361537,-0.18510158,-0.234385965,-0.169230769,2.564949357
木夭丑友什63ab32aa,-0.6,0,0,0.166361537,0.347629797,1.009122807,2.153846154,2.708050201
木夭丑友什63ab32ab,-0.6,0.5,0.5,0.166361537,0.148984199,0.383157895,0.646153846,3.465735903
木夭丑友什63ab32ba,-0.8,0,0,-0.740238788,0.112866817,0.22877193,0.353846154,3.295836866
木夭丑友什63ab34ab,-0.6,-0.5,-0.5,1.23051736,-0.343115124,-0.341052632,-0.323076923,2.63905733
木夭丑友什63ab34ba,0.4,-0.5,-0.5,1.23051736,-0.343115124,-0.341052632,-0.323076923,3.63758616
木夭丑友什63ab34bb,0,0,0,1.412205743,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什63ab37ab,-0.133333333,0.5,0.5,0.544647172,-0.293453725,-0.294736842,-0.323076923,2.63905733
木夭丑友什63ba29ba,-1.133333333,-0.5,-0.5,1.570281197,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什63ba31ba,-0.666666667,-0.5,-0.5,0.771033719,-0.297968397,-0.314385965,-0.276923077,2.564949357
木夭丑友什63ba31bb,-1,0,0,1.106911091,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什63ba32aa,-0.6,-0.5,-0.5,0.463734016,0.812641084,1.557894737,3.230769231,3.044522438
木夭丑友什63ba32ab,-0.733333333,1,1,0.290428298,-0.343115124,-0.293333333,-0.323076923,3.688879454
木夭丑友什63ba32ba,-0.666666667,2,2,0.290428298,-0.194130926,-0.17122807,-0.176923077,3.465735903
木夭丑友什63ba33bb,-0.6,-0.5,-0.5,0.919485623,-0.248306998,-0.259649123,-0.238461538,1.098612289
木夭丑友什63ba34ab,-0.266666667,-0.5,-0.5,1.23051736,-0.343115124,-0.341052632,-0.323076923,2.772588722
木夭丑友什63ba34ba,0.066666667,-0.5,-0.5,1.23051736,-0.343115124,-0.341052632,-0.323076923,1.945910149
木夭丑友什63ba37aa,0,-0.5,-0.5,0.544647172,-0.343115124,-0.332631579,-0.323076923,2.079441542
木夭丑友什63ba37ab,0,-0.5,-0.5,0.544647172,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什63bb27bb,3.266666667,-0.5,-0.5,1.037091432,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什63bb29ab,-0.733333333,-0.5,-0.5,1.252762968,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什63bb29ba,-0.6,-0.5,-0.5,1.451613827,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什63bb30aa,-0.133333333,0,0,1.391530628,-0.036117381,-0.190877193,-0.246153846,2.564949357
木夭丑友什63bb30ab,0.2,-0.5,-0.5,1.391530628,-0.176072235,-0.258245614,-0.323076923,2.48490665
木夭丑友什63bb31ba,-0.466666667,-0.5,-0.5,0.771033719,-0.311512415,-0.325614035,-0.323076923,2.397895273
木夭丑友什63bb32aa,-0.6,0.5,0.5,0.071389996,0.523702032,1.052631579,2.876923077,3.135494216
木夭丑友什63bb32ab,-0.733333333,4.5,4.5,0.290428298,-0.343115124,-0.341052632,-0.323076923,4.356708827
木夭丑友什63bb33aa,-1,-0.5,-0.5,0.828988403,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什63bb33ab,-0.866666667,1,1,0.828988403,0.23476298,0.06877193,0.238461538,3.433987204
木夭丑友什63bb33ba,-0.6,0.5,0.5,0.828988403,0.176072235,-0.007017544,0.138461538,2.944438979
木夭丑友什63bb33bb,-0.8,0,0,1.329988525,-0.085778781,-0.082807018,0.030769231,3.496507561
木夭丑友什63bb34ba,-0.333333333,-0.5,-0.5,1.23051736,-0.297968397,-0.321403509,-0.323076923,2.397895273
木夭丑友什63bb36ba,1,-0.5,-0.5,0.372941916,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什64aa28bb,-0.6,-0.5,-0.5,0.870874868,-0.275395034,-0.324210526,-0.323076923,0
木夭丑友什64aa29ab,-0.666666667,-0.5,-0.5,1.252762968,-0.343115124,-0.324210526,-0.323076923,2.944438979
木夭丑友什64aa29ba,-0.8,-0.5,-0.5,1.451613827,-0.343115124,-0.33122807,-0.323076923,2.397895273
木夭丑友什64aa30aa,-0.133333333,0,0,1.391530628,-0.239277652,-0.247017544,-0.261538462,2.564949357
木夭丑友什64aa30ab,0.066666667,-0.5,-0.5,1.391530628,-0.266365688,-0.293333333,-0.323076923,2.079441542
木夭丑友什64aa31ab,-0.533333333,-0.5,-0.5,1.185401419,-0.343115124,-0.341052632,-0.323076923,1.386294361
木夭丑友什64aa31ba,-0.2,-0.5,-0.5,1.085864716,-0.343115124,-0.341052632,-0.323076923,1.945910149
木夭丑友什64aa32aa,-0.6,0,0,0.768718367,-0.121896163,0.522105263,2.384615385,1.609437912
木夭丑友什64aa32ab,-0.666666667,0.5,0.5,0.835514422,0.25282167,0.846315789,2.369230769,3.555348061
木夭丑友什64aa32bb,-0.6,-0.5,-0.5,1.046968056,-0.198645598,-0.192280702,-0.069230769,1.609437912
木夭丑友什64aa33aa,-0.6,-0.5,-0.5,0.828988403,0.18510158,0.179649123,0.476923077,1.609437912
木夭丑友什64aa33ab,-0.6,0.5,0.5,0.828988403,0.501128668,0.630175439,1.615384615,3.33220451
木夭丑友什64aa33ba,-0.866666667,2,2,1.907169321,-0.094808126,-0.044912281,0.092307692,3.688879454
木夭丑友什64aa33bb,-0.866666667,7,7,1.907169321,-0.261851016,-0.168421053,-0.069230769,3.988984047
木夭丑友什64aa34ab,-0.133333333,-0.5,-0.5,1.329988525,-0.343115124,-0.341052632,-0.323076923,1.386294361
木夭丑友什64aa36ab,0.066666667,-0.5,-0.5,-0.644357016,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什64aa36ba,-1.266666667,-0.5,-0.5,-0.644357016,-0.036117381,0.211929825,0.553846154,3.713572067
木夭丑友什64aa36bb,-1.333333333,-0.5,-0.5,0.373630385,0.30248307,0.760701754,2.546153846,3.465735903
木夭丑友什64aa37ba,-0.666666667,0,0,0.601579987,-0.279909707,-0.322807018,-0.323076923,2.397895273
木夭丑友什64aa38bb,2,-0.5,-0.5,1.279265788,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什64ab27ab,-0.4,-0.5,-0.5,0.589451944,-0.221218962,-0.280701754,-0.323076923,2.197224577
木夭丑友什64ab27ba,-0.6,0,0,1.196948189,-0.275395034,-0.287719298,-0.276923077,1.945910149
木夭丑友什64ab28ba,-0.4,-0.5,-0.5,0.592774206,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什64ab28bb,-0.6,0,0,0.841136058,0.532731377,0.035087719,-0.115384615,2.397895273
木夭丑友什64ab29aa,-0.6,-0.5,-0.5,0.841136058,-0.108352144,-0.272280702,-0.323076923,0.693147181
木夭丑友什64ab29ab,-0.133333333,0.5,0.5,1.030333448,0.013544018,-0.150175439,-0.184615385,3.737669618
木夭丑友什64ab29ba,-0.466666667,-0.5,-0.5,1.113829254,-0.121896163,-0.268070175,-0.261538462,2.079441542
木夭丑友什64ab29bb,-0.666666667,-0.5,-0.5,1.113829254,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什64ab30aa,-0.466666667,0,0,1.113829254,-0.054176072,-0.124912281,-0.130769231,3.258096538
木夭丑友什64ab30ab,0,-0.5,-0.5,1.391530628,0,-0.204912281,-0.215384615,2.63905733
木夭丑友什64ab31ab,0,-0.5,-0.5,1.185401419,-0.343115124,-0.33122807,-0.323076923,1.098612289
木夭丑友什64ab31ba,-0.333333333,-0.5,-0.5,1.085864716,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什64ab31bb,-0.8,0,0,1.03425153,-0.343115124,-0.322807018,-0.323076923,1.945910149
木夭丑友什64ab32aa,-0.8,0.5,0.5,0.768718367,-0.257336343,-0.030877193,0.607692308,3.583518938
木夭丑友什64ab32ab,-0.6,1,1,3.304943423,0.063205418,0.501052632,1.561538462,3.401197382
木夭丑友什64ab32ba,-0.733333333,0.5,0.5,3.304943423,0.099322799,0.343859649,1.130769231,3.828641396
木夭丑友什64ab32bb,-0.6,0.5,0.5,3.304943423,-0.027088036,0.071578947,0.615384615,3.610917913
木夭丑友什64ab33aa,-0.866666667,0.5,0.5,3.447921922,-0.266365688,-0.188070175,-0.007692308,3.970291914
木夭丑友什64ab33ab,-0.866666667,4.5,4.5,2.827313622,-0.198645598,-0.042105263,0.323076923,4.465908119
木夭丑友什64ab33ba,-0.866666667,1,1,1.907169321,-0.257336343,-0.124912281,0.061538462,4.406719247
木夭丑友什64ab33bb,-0.933333333,-0.5,-0.5,1.907169321,-0.343115124,-0.312982456,-0.261538462,2.397895273
木夭丑友什64ab34ab,-0.4,-0.5,-0.5,0.801553054,-0.343115124,-0.341052632,-0.323076923,3.295836866
木夭丑友什64ab34ba,0.2,0,0,0.951657876,-0.162528217,-0.252631579,-0.323076923,3.784189634
木夭丑友什64ab34bb,-1.2,-0.5,-0.5,0.877965618,-0.189616253,-0.103859649,-0.184615385,3.713572067
木夭丑友什64ab35bb,0.133333333,-0.5,-0.5,0.674473915,-0.316027088,-0.341052632,-0.323076923,1.098612289
木夭丑友什64ab36aa,0.066666667,-0.5,-0.5,0.674473915,-0.284424379,-0.32,-0.323076923,1.791759469
木夭丑友什64ab36ab,-1.333333333,-0.5,-0.5,-0.644357016,-0.158013544,-0.126315789,-0.1,1.098612289
木夭丑友什64ab36ba,-1.2,-0.5,-0.5,-0.644357016,0.126410835,0.686315789,1.523076923,2.944438979
木夭丑友什64ab36bb,-1.333333333,-0.5,-0.5,0.373630385,0.60496614,1.073684211,2.246153846,3.555348061
木夭丑友什64ab37aa,0.4,-0.5,-0.5,0.373630385,-0.343115124,-0.33122807,-0.323076923,0
木夭丑友什64ab37ab,-0.333333333,-0.5,-0.5,0.373630385,-0.293453725,-0.321403509,-0.323076923,1.945910149
木夭丑友什64ab37ba,-0.533333333,0,0,0.601579987,-0.230248307,-0.289122807,-0.253846154,3.044522438
木夭丑友什64ab38bb,-0.2,-0.5,-0.5,2.67786587,-0.316027088,-0.325614035,-0.323076923,1.791759469
木夭丑友什64ab39aa,-0.266666667,-0.5,-0.5,2.67786587,-0.266365688,-0.290526316,-0.276923077,2.63905733
木夭丑友什64ba27ab,0,1,1,0.589451944,-0.013544018,-0.176842105,-0.276923077,3.63758616
木夭丑友什64ba27ba,-0.266666667,0,0,2.32454226,-0.189616253,-0.218947368,-0.323076923,3.218875825
木夭丑友什64ba28aa,-0.533333333,-0.5,-0.5,2.256017457,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什64ba28ab,-0.4,-0.5,-0.5,0.592774206,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什64ba28bb,-0.466666667,-0.5,-0.5,0.841136058,0.135440181,-0.120701754,-0.161538462,2.833213344
木夭丑友什64ba29aa,-0.133333333,-0.5,-0.5,0.841136058,-0.343115124,-0.341052632,-0.323076923,2.564949357
木夭丑友什64ba29ab,-0.333333333,0,0,2.030251297,-0.221218962,-0.276491228,-0.323076923,2.63905733
木夭丑友什64ba29ba,-0.266666667,-0.5,-0.5,1.113829254,-0.343115124,-0.341052632,-0.323076923,1.945910149
木夭丑友什64ba29bb,-0.6,-0.5,-0.5,1.113829254,-0.343115124,-0.341052632,-0.323076923,2.302585093
木夭丑友什64ba30aa,-0.4,0.5,0.5,1.113829254,0.406320542,0.195087719,0.053846154,3.761200116
木夭丑友什64ba30ab,-0.333333333,0,0,1.812052172,0.013544018,-0.039298246,-0.053846154,3.555348061
木夭丑友什64ba30ba,-0.533333333,-0.5,-0.5,1.412449319,-0.343115124,-0.341052632,-0.323076923,2.397895273
木夭丑友什64ba30bb,-0.333333333,0,0,1.412449319,-0.306997743,-0.301754386,-0.269230769,3.091042453
木夭丑友什64ba31aa,-0.266666667,0,0,1.234598998,-0.212189616,-0.21754386,-0.176923077,3.555348061
木夭丑友什64ba31bb,-0.6,1,1,1.229640551,-0.343115124,-0.311578947,-0.276923077,2.63905733
木夭丑友什64ba32aa,-0.866666667,1,1,1.229640551,-0.284424379,-0.214736842,-0.076923077,3.63758616
木夭丑友什64ba32ab,-0.866666667,5,5,1.229640551,-0.180586907,-0.065964912,0.184615385,4.356708827
木夭丑友什64ba32ba,-0.8,2.5,2.5,0.999896316,-0.225733634,-0.155789474,-0.084615385,3.850147602
木夭丑友什64ba32bb,-0.8,1.5,1.5,0.90825856,-0.288939052,-0.232982456,-0.107692308,3.663561646
木夭丑友什64ba33aa,-0.866666667,0.5,0.5,0.882940752,-0.297968397,-0.234385965,-0.123076923,3.583518938
木夭丑友什64ba33bb,-0.8,0.5,0.5,0.609765572,-0.343115124,-0.25122807,-0.323076923,1.791759469
木夭丑友什64ba34bb,-0.266666667,-0.5,-0.5,0.877965618,-0.216704289,-0.258245614,-0.238461538,3.17805383
