소재지지번주소,위도,경도,설치개수,구,동,세부주소
경기도 성남시 수정구 태평동 4994번지,37.44892429,127.1321964,1,수정구,태평동,4994번지
경기도 성남시 수정구 태평동 4946번지,37.449063,127.1326808,1,수정구,태평동,4946번지
경기도 성남시 수정구 태평동 6786번지,37.44387271,127.1265362,1,수정구,태평동,6786번지
경기도 성남시 수정구 태평동 6784번지,37.4438451,127.1264574,1,수정구,태평동,6784번지
경기도 성남시 수정구 금토동 57-3번지,37.41716811,127.0817025,1,수정구,금토동,57-3번지
경기도 성남시 수정구 금토동 131-3번지,37.41705386,127.0809131,1,수정구,금토동,131-3번지
경기도 성남시 수정구 고등동 546-1번지,37.42522109,127.0954109,1,수정구,고등동,546-1번지
경기도 성남시 수정구 고등동 552-3번지,37.42471103,127.0935189,1,수정구,고등동,552-3번지
경기도 성남시 수정구 고등동 550-1번지,37.42515353,127.0948242,1,수정구,고등동,550-1번지
경기도 성남시 수정구 고등동 560-3번지,37.42417597,127.0942484,1,수정구,고등동,560-3번지
경기도 성남시 수정구 고등동 558-3번지,37.4241124,127.0930064,1,수정구,고등동,558-3번지
경기도 성남시 수정구 고등동 141-3번지,37.4365043,127.0980099,1,수정구,고등동,141-3번지
경기도 성남시 수정구 고등동 138-1번지,37.43648751,127.0993548,1,수정구,고등동,138-1번지
경기도 성남시 수정구 고등동 136-1번지,37.43665553,127.1001212,1,수정구,고등동,136-1번지
경기도 성남시 수정구 수진동 4763번지,37.43405197,127.1254411,1,수정구,수진동,4763번지
경기도 성남시 수정구 수진동 2744번지,37.43581623,127.135003,1,수정구,수진동,2744번지
경기도 성남시 수정구 태평동 2868번지,37.44814629,127.1367035,1,수정구,태평동,2868번지
경기도 성남시 수정구 금토동 498번지,37.40742895,127.0760943,1,수정구,금토동,498번지
경기도 성남시 수정구 금토동 424번지,37.40596578,127.0837705,1,수정구,금토동,424번지
경기도 성남시 수정구 태평동 6766번지,37.4429804,127.1265014,1,수정구,태평동,6766번지
경기도 성남시 수정구 태평동 6767번지,37.44290832,127.1265022,1,수정구,태평동,6767번지
경기도 성남시 수정구 태평동 7066번지,37.44319753,127.1193227,1,수정구,태평동,7066번지
경기도 성남시 수정구 태평동 7085번지,37.44375399,127.1214521,1,수정구,태평동,7085번지
경기도 성남시 수정구 태평동 7094번지,37.44375169,127.1223562,1,수정구,태평동,7094번지
경기도 성남시 수정구 태평동 4400번지,37.44684576,127.1301409,1,수정구,태평동,4400번지
경기도 성남시 수정구 태평동 7184-4번지,37.44147716,127.1254905,1,수정구,태평동,7184-4번지
경기도 성남시 수정구 태평동 6273번지,37.44177391,127.1303012,1,수정구,태평동,6273번지
경기도 성남시 수정구 복정동 산57-1번지,37.45451517,127.1327762,1,수정구,복정동,산57-1번지
경기도 성남시 수정구 고등동 131-1번지,37.43608551,127.1009981,1,수정구,고등동,131-1번지
경기도 성남시 수정구 고등동 128-3번지,37.43550654,127.1030729,1,수정구,고등동,128-3번지
경기도 성남시 수정구 태평동 3693-24번지,37.44228421,127.1323069,1,수정구,태평동,3693-24번지
경기도 성남시 수정구 태평동 3693-21번지,37.44239515,127.1326898,1,수정구,태평동,3693-21번지
경기도 성남시 수정구 태평동 3693-19번지,37.44247831,127.1329714,1,수정구,태평동,3693-19번지
경기도 성남시 수정구 태평동 3693-15번지,37.44259039,127.1322807,1,수정구,태평동,3693-15번지
경기도 성남시 수정구 태평동 3701-3번지,37.44290565,127.1322658,1,수정구,태평동,3701-3번지
경기도 성남시 수정구 태평동 3702-4번지,37.44299351,127.1319596,1,수정구,태평동,3702-4번지
경기도 성남시 수정구 태평동 3693번지,37.44290062,127.1328083,1,수정구,태평동,3693번지
경기도 성남시 수정구 금토동 390-2번지,37.40400949,127.0848109,1,수정구,금토동,390-2번지
경기도 성남시 수정구 금토동 393-2번지,37.40532757,127.0839703,1,수정구,금토동,393-2번지
경기도 성남시 수정구 금토동 534-7번지,37.40798336,127.0697957,1,수정구,금토동,534-7번지
경기도 성남시 수정구 심곡동 420번지,37.4441714,127.1014327,1,수정구,심곡동,420번지
경기도 성남시 수정구 심곡동 421번지,37.44442349,127.1025937,1,수정구,심곡동,421번지
경기도 성남시 수정구 고등동 186번지,37.43703896,127.0936869,1,수정구,고등동,186번지
경기도 성남시 수정구 산성동 347번지,37.45679783,127.1530955,1,수정구,산성동,347번지
경기도 성남시 수정구 태평동 6132번지,37.44261957,127.1276696,1,수정구,태평동,6132번지
경기도 성남시 수정구 신흥동 110-5번지,37.44761994,127.1448807,1,수정구,신흥동,110-5번지
경기도 성남시 수정구 신흥동 241번지,37.45018285,127.1504236,1,수정구,신흥동,241번지
경기도 성남시 수정구 시흥동 17번지,37.42329428,127.109873,1,수정구,시흥동,17번지
경기도 성남시 수정구 시흥동 16번지,37.42316321,127.1104168,1,수정구,시흥동,16번지
경기도 성남시 수정구 시흥동 4번지,37.42699458,127.1130607,1,수정구,시흥동,4번지
경기도 성남시 수정구 태평동 1491번지,37.44975397,127.1384595,1,수정구,태평동,1491번지
경기도 성남시 수정구 태평동 1463번지,37.44942003,127.1383842,1,수정구,태평동,1463번지
경기도 성남시 수정구 태평동 1522번지,37.44982737,127.1386395,1,수정구,태평동,1522번지
경기도 성남시 수정구 태평동 1505번지,37.44918881,127.138805,1,수정구,태평동,1505번지
경기도 성남시 중원구 성남동 3027,37.4334997,127.1406254,2,중원구,성남동,3027
경기도 성남시 중원구 성남동 3009,37.4333007,127.1413256,1,중원구,성남동,3009
경기도 성남시 중원구 성남동 3038,37.4331384,127.1414269,1,중원구,성남동,3038
경기도 성남시 중원구 성남동 2248,37.4349716,127.1377695,2,중원구,성남동,2248
경기도 성남시 중원구 성남동 2920,37.4341106,127.1421519,1,중원구,성남동,2920
경기도 성남시 중원구 성남동 2938,37.4335249,127.1421847,1,중원구,성남동,2938
경기도 성남시 중원구 성남동 3083,37.4329687,127.1400934,1,중원구,성남동,3083
경기도 성남시 중원구 성남동 3769,37.4311629,127.1355933,1,중원구,성남동,3769
경기도 성남시 중원구 성남동 3762,37.430911,127.1360674,1,중원구,성남동,3762
경기도 성남시 중원구 성남동 3886,37.4306327,127.1343157,1,중원구,성남동,3886
경기도 성남시 수정구 태평동 1498번지,37.44917022,127.1387261,1,수정구,태평동,1498번지
경기도 성남시 수정구 태평동 1495번지,37.44940365,127.1386104,1,수정구,태평동,1495번지
경기도 성남시 수정구 태평동 1487번지,37.45007726,127.1383089,1,수정구,태평동,1487번지
경기도 성남시 수정구 태평동 1454번지,37.44992195,127.1380168,1,수정구,태평동,1454번지
경기도 성남시 수정구 태평동 1458번지,37.44986004,127.1381757,1,수정구,태평동,1458번지
경기도 성남시 수정구 태평동 1432번지,37.44907699,127.1382977,1,수정구,태평동,1432번지
경기도 성남시 수정구 태평동 1418번지,37.44993014,127.1379037,1,수정구,태평동,1418번지
경기도 성남시 수정구 태평동 3655번지,37.44191564,127.1336559,1,수정구,태평동,3655번지
경기도 성남시 수정구 태평동 3638번지,37.44236995,127.1341705,1,수정구,태평동,3638번지
경기도 성남시 중원구 중동 2434,37.4412161,127.1523237,1,중원구,중동 2,434
경기도 성남시 중원구 중동 3147,37.438022,127.1487693,1,중원구,중동 3,147
경기도 성남시 중원구 중동 3158,37.4379951,127.1486789,1,중원구,중동 3,158
경기도 성남시 중원구 중동 3274,37.4375539,127.1484068,1,중원구,중동 3,274
경기도 성남시 중원구 중동 3180,37.4377157,127.1487348,1,중원구,중동 3,180
경기도 성남시 중원구 중동 329,37.4424673,127.1532641,1,중원구,중동 3,29
경기도 성남시 수정구 금토동 272-29번지,37.40997462,127.0977289,1,수정구,금토동,272-29번지
경기도 성남시 수정구 금토동 410-16번지,37.40840018,127.0898068,1,수정구,금토동,410-16번지
경기도 성남시 수정구 금토동 410-16번지,37.40840018,127.0898068,1,수정구,금토동,410-16번지
경기도 성남시 수정구 태평동 3698-6번지,37.44337657,127.1325881,1,수정구,태평동,3698-6번지
경기도 성남시 수정구 태평동 3745-44번지,37.44405337,127.1314954,1,수정구,태평동,3745-44번지
경기도 성남시 수정구 태평동 3745-42번지,37.44384681,127.1315882,1,수정구,태평동,3745-42번지
경기도 성남시 수정구 태평동 3745-38번지,37.44344269,127.1317737,1,수정구,태평동,3745-38번지
경기도 성남시 수정구 태평동 3745-29번지,37.44413653,127.1317769,1,수정구,태평동,3745-29번지
경기도 성남시 수정구 태평동 3745-23번지,37.44352585,127.1320552,1,수정구,태평동,3745-23번지
경기도 성남시 수정구 태평동 3745-1번지,37.44423854,127.1321713,1,수정구,태평동,3745-1번지
경기도 성남시 수정구 태평동 3745-14번지,37.44421069,127.1320586,1,수정구,태평동,3745-14번지
경기도 성남시 수정구 태평동 3745-8번지,37.44362703,127.1323366,1,수정구,태평동,3745-8번지
경기도 성남시 수정구 단대동 193-3번지,37.45359903,127.1556181,1,수정구,단대동,193-3번지
경기도 성남시 수정구 금토동 488-3번지,37.40705367,127.0799733,1,수정구,금토동,488-3번지
경기도 성남시 수정구 금토동 518-3번지,37.40850802,127.0723534,1,수정구,금토동,518-3번지
경기도 성남시 수정구 금토동 518-3번지,37.40850802,127.0723534,1,수정구,금토동,518-3번지
경기도 성남시 수정구 금토동 511-2번지,37.40816195,127.0741876,1,수정구,금토동,511-2번지
경기도 성남시 수정구 금토동 607-1번지,37.40686771,127.0746101,1,수정구,금토동,607-1번지
경기도 성남시 수정구 금토동 517-7번지,37.40829708,127.0718816,1,수정구,금토동,517-7번지
경기도 성남시 수정구 금토동 527-3번지,37.40867352,127.0704762,1,수정구,금토동,527-3번지
경기도 성남시 수정구 태평동 3643번지,37.4424288,127.1348253,1,수정구,태평동,3643번지
경기도 성남시 수정구 태평동 3647번지,37.44226232,127.1342396,1,수정구,태평동,3647번지
경기도 성남시 수정구 태평동 3647번지,37.44226232,127.1342396,1,수정구,태평동,3647번지
경기도 성남시 수정구 태평동 1678번지,37.44955661,127.139818,1,수정구,태평동,1678번지
경기도 성남시 수정구 태평동 1287번지,37.44919589,127.1373018,1,수정구,태평동,1287번지
경기도 성남시 수정구 태평동 1313번지,37.44879283,127.1376341,1,수정구,태평동,1313번지
경기도 성남시 수정구 태평동 1262번지,37.44939254,127.1370848,1,수정구,태평동,1262번지
경기도 성남시 수정구 태평동 2991번지,37.44680366,127.1354644,1,수정구,태평동,2991번지
경기도 성남시 수정구 태평동 3047번지,37.44744188,127.1352537,1,수정구,태평동,3047번지
경기도 성남시 수정구 금토동 410-16번지,37.40840018,127.0898068,1,수정구,금토동,410-16번지
경기도 성남시 수정구 금토동 410-15번지,37.40834404,127.0895364,1,수정구,금토동,410-15번지
경기도 성남시 수정구 금토동 320-3번지,37.40859968,127.0887991,1,수정구,금토동,320-3번지
경기도 성남시 수정구 금토동 320-3번지,37.40859968,127.0887991,1,수정구,금토동,320-3번지
경기도 성남시 수정구 금토동 320-3번지,37.40859968,127.0887991,1,수정구,금토동,320-3번지
경기도 성남시 수정구 금토동 317-3번지,37.40885792,127.0884006,1,수정구,금토동,317-3번지
경기도 성남시 수정구 금토동 319-1번지,37.40902554,127.0879354,1,수정구,금토동,319-1번지
경기도 성남시 수정구 금토동 319-1번지,37.40902554,127.0879354,1,수정구,금토동,319-1번지
경기도 성남시 수정구 금토동 204-8번지,37.41035896,127.0867445,1,수정구,금토동,204-8번지
경기도 성남시 수정구 태평동 7330번지 태평아파트,37.44497858,127.142221,1,수정구,태평동,7330번지 태평아파트
경기도 성남시 수정구 태평동 7330번지 태평아파트,37.44497858,127.142221,1,수정구,태평동,7330번지 태평아파트
경기도 성남시 수정구 태평동 7329-5번지 시티빌라,37.44535208,127.1427818,1,수정구,태평동,7329-5번지 시티빌라
경기도 성남시 수정구 태평동 7329-6번지 현대맨션,37.44548682,127.1427238,1,수정구,태평동,7329-6번지 현대맨션
경기도 성남시 수정구 태평동 7329-3번지,37.44545275,127.1429954,1,수정구,태평동,7329-3번지
경기도 성남시 수정구 태평동 7318-13번지,37.44624661,127.1418788,1,수정구,태평동,7318-13번지
경기도 성남시 수정구 태평동 5535번지,37.44485759,127.1293501,1,수정구,태평동,5535번지
경기도 성남시 수정구 태평동 5551번지,37.4459181,127.1289762,1,수정구,태평동,5551번지
경기도 성남시 수정구 태평동 5559번지,37.44538,127.1293215,1,수정구,태평동,5559번지
경기도 성남시 수정구 금토동 527-3번지,37.40867352,127.0704762,1,수정구,금토동,527-3번지
경기도 성남시 수정구 금토동 570-3번지,37.40640091,127.0702332,1,수정구,금토동,570-3번지
경기도 성남시 수정구 금토동 570-3번지,37.40640091,127.0702332,1,수정구,금토동,570-3번지
경기도 성남시 수정구 금토동 533-3번지,37.40853118,127.069563,1,수정구,금토동,533-3번지
경기도 성남시 수정구 금토동 534-8번지,37.40802592,127.0694789,1,수정구,금토동,534-8번지
경기도 성남시 수정구 금토동 626-2번지,37.40370273,127.0835947,1,수정구,금토동,626-2번지
경기도 성남시 수정구 금토동 384-3번지,37.40236603,127.0831931,1,수정구,금토동,384-3번지
경기도 성남시 수정구 금토동 384-3번지,37.40236603,127.0831931,1,수정구,금토동,384-3번지
경기도 성남시 수정구 금토동 392-2번지,37.40505771,127.0840301,1,수정구,금토동,392-2번지
경기도 성남시 수정구 금토동 393-2번지,37.40532757,127.0839703,1,수정구,금토동,393-2번지
경기도 성남시 수정구 금토동 433-3번지,37.40561895,127.0831987,1,수정구,금토동,433-3번지
경기도 성남시 수정구 금토동 449-5번지,37.4057911,127.0821574,1,수정구,금토동,449-5번지
경기도 성남시 수정구 태평동 3022번지,37.44779376,127.1353174,1,수정구,태평동,3022번지
경기도 성남시 수정구 태평동 3026번지,37.44749742,127.1354564,1,수정구,태평동,3026번지
경기도 성남시 수정구 태평동 6675번지,37.44321958,127.1259449,1,수정구,태평동,6675번지
경기도 성남시 수정구 태평동 6683번지,37.44365956,127.1257363,1,수정구,태평동,6683번지
경기도 성남시 수정구 태평동 6701번지,37.4426618,127.1260643,1,수정구,태평동,6701번지
경기도 성남시 수정구 태평동 6708번지,37.44273438,127.1261313,1,수정구,태평동,6708번지
경기도 성남시 수정구 태평동 6670번지,37.44356221,127.1259748,1,수정구,태평동,6670번지
경기도 성남시 수정구 태평동 6667번지,37.44382316,127.1259265,1,수정구,태평동,6667번지
경기도 성남시 수정구 태평동 6486번지,37.44106992,127.1289193,1,수정구,태평동,6486번지
경기도 성남시 수정구 금토동 182-3번지,37.41060465,127.0823925,1,수정구,금토동,182-3번지
경기도 성남시 수정구 금토동 197-3번지,37.41066812,127.0859387,1,수정구,금토동,197-3번지
경기도 성남시 수정구 금토동 205-1번지,37.41088005,127.0865461,1,수정구,금토동,205-1번지
경기도 성남시 수정구 금토동 205-1번지,37.41088005,127.0865461,1,수정구,금토동,205-1번지
경기도 성남시 수정구 금토동 197-3번지,37.41066812,127.0859387,1,수정구,금토동,197-3번지
경기도 성남시 수정구 금토동 186-3번지,37.41215013,127.085322,1,수정구,금토동,186-3번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 금토동 489-1번지,37.40673098,127.0801918,1,수정구,금토동,489-1번지
경기도 성남시 수정구 금토동 390-2번지,37.40400949,127.0848109,1,수정구,금토동,390-2번지
경기도 성남시 수정구 금토동 415-3번지,37.40793691,127.0858137,1,수정구,금토동,415-3번지
경기도 성남시 수정구 시흥동 184번지,37.42397747,127.1060687,1,수정구,시흥동,184번지
경기도 성남시 수정구 시흥동 183번지,37.42426348,127.1057603,1,수정구,시흥동,183번지
경기도 성남시 수정구 시흥동 178번지,37.42509478,127.1060668,1,수정구,시흥동,178번지
경기도 성남시 수정구 시흥동 169번지,37.42656763,127.1054165,1,수정구,시흥동,169번지
경기도 성남시 수정구 시흥동 169번지,37.42656763,127.1054165,1,수정구,시흥동,169번지
경기도 성남시 수정구 시흥동 163번지,37.42633447,127.1031822,1,수정구,시흥동,163번지
경기도 성남시 수정구 시흥동 157번지,37.42751465,127.1043432,1,수정구,시흥동,157번지
경기도 성남시 수정구 시흥동 157번지,37.42751465,127.1043432,1,수정구,시흥동,157번지
경기도 성남시 수정구 시흥동 157번지,37.42751465,127.1043432,1,수정구,시흥동,157번지
경기도 성남시 수정구 시흥동 156번지,37.42709328,127.1058171,1,수정구,시흥동,156번지
경기도 성남시 수정구 시흥동 156번지,37.42709328,127.1058171,1,수정구,시흥동,156번지
경기도 성남시 수정구 태평동 6489-1번지,37.44139345,127.1288026,1,수정구,태평동,6489-1번지
경기도 성남시 수정구 태평동 32번지,37.45111305,127.140727,1,수정구,태평동,32번지
경기도 성남시 수정구 태평동 6484-1번지,37.44112565,127.1291447,1,수정구,태평동,6484-1번지
경기도 성남시 수정구 태평동 6475-6번지,37.44110011,127.1293484,1,수정구,태평동,6475-6번지
경기도 성남시 수정구 태평동 6473-1번지,37.44160459,127.1293313,1,수정구,태평동,6473-1번지
경기도 성남시 수정구 태평동 6472-2번지 우정빌라,37.44177602,127.1293632,1,수정구,태평동,6472-2번지 우정빌라
경기도 성남시 수정구 태평동 6468번지,37.44126453,127.1296516,1,수정구,태평동,6468번지
경기도 성남시 수정구 신흥동 2819번지,37.44353965,127.1488486,1,수정구,신흥동,2819번지
경기도 성남시 수정구 신흥동 3458번지,37.44323129,127.1435745,1,수정구,신흥동,3458번지
경기도 성남시 수정구 신흥동 2540번지,37.44272916,127.1501687,1,수정구,신흥동,2540번지
경기도 성남시 수정구 신흥동 2496번지,37.44181468,127.1483031,1,수정구,신흥동,2496번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 태평동 256번지,37.45051603,127.1379309,1,수정구,태평동,256번지
경기도 성남시 수정구 태평동 167번지,37.45080176,127.1388092,1,수정구,태평동,167번지
경기도 성남시 수정구 태평동 163번지,37.45064662,127.1385397,1,수정구,태평동,163번지
경기도 성남시 수정구 태평동 137번지,37.45076024,127.1392956,1,수정구,태평동,137번지
경기도 성남시 수정구 태평동 94번지,37.45044177,127.1388698,1,수정구,태평동,94번지
경기도 성남시 수정구 태평동 3740-16번지,37.44333183,127.131402,1,수정구,태평동,3740-16번지
경기도 성남시 수정구 태평동 5565번지,37.44491298,127.1295303,1,수정구,태평동,5565번지
경기도 성남시 수정구 태평동 5566번지,37.44483214,127.1295652,1,수정구,태평동,5566번지
경기도 성남시 수정구 태평동 5572번지,37.44524618,127.1295039,1,수정구,태평동,5572번지
경기도 성남시 수정구 태평동 5580번지,37.44574006,127.1292721,1,수정구,태평동,5580번지
경기도 성남시 수정구 태평동 5585번지,37.44598341,127.1292806,1,수정구,태평동,5585번지
경기도 성남시 수정구 태평동 6047번지,37.44347768,127.1279535,1,수정구,태평동,6047번지
경기도 성남시 수정구 태평동 5998번지,37.44374873,127.128052,1,수정구,태평동,5998번지
경기도 성남시 수정구 태평동 5994번지,37.44404514,127.1279243,1,수정구,태평동,5994번지
경기도 성남시 수정구 시흥동 147번지,37.4255079,127.1070787,1,수정구,시흥동,147번지
경기도 성남시 수정구 시흥동 143번지,37.42827413,127.1094639,1,수정구,시흥동,143번지
경기도 성남시 수정구 시흥동 133번지,37.42831042,127.110695,1,수정구,시흥동,133번지
경기도 성남시 수정구 시흥동 130번지,37.42725793,127.1121311,1,수정구,시흥동,130번지
경기도 성남시 수정구 시흥동 121번지,37.42650394,127.1101175,1,수정구,시흥동,121번지
경기도 성남시 수정구 시흥동 111번지,37.42469795,127.1072126,1,수정구,시흥동,111번지
경기도 성남시 수정구 시흥동 110번지,37.42553461,127.1082308,1,수정구,시흥동,110번지
경기도 성남시 수정구 시흥동 90번지,37.42375446,127.1075627,1,수정구,시흥동,90번지
경기도 성남시 수정구 신흥동 272번지,37.44998658,127.150697,1,수정구,신흥동,272번지
경기도 성남시 수정구 신흥동 1134번지,37.44851502,127.1477978,1,수정구,신흥동,1134번지
경기도 성남시 수정구 신흥동 187-6번지,37.45069739,127.1492988,1,수정구,신흥동,187-6번지
경기도 성남시 수정구 태평동 5466번지,37.44517721,127.1287023,1,수정구,태평동,5466번지
경기도 성남시 수정구 신촌동 211-1번지,37.45897783,127.1040591,1,수정구,신촌동,211-1번지
경기도 성남시 수정구 산성동 129번지 월드빌라트,37.45667961,127.1542046,1,수정구,산성동,129번지 월드빌라트
경기도 성남시 수정구 태평동 3740-9번지 신안빌라,37.44359221,127.1312747,1,수정구,태평동,3740-9번지 신안빌라
경기도 성남시 수정구 태평동 3740-1번지 영진빌라,37.44394243,127.1311124,1,수정구,태평동,3740-1번지 영진빌라
경기도 성남시 수정구 태평동 3740-19번지,37.44381323,127.1306958,1,수정구,태평동,3740-19번지
경기도 성남시 수정구 태평동 7315-14번지,37.44580364,127.1404373,1,수정구,태평동,7315-14번지
경기도 성남시 수정구 태평동 7316-20번지,37.44594248,127.1409443,1,수정구,태평동,7316-20번지
경기도 성남시 수정구 태평동 7317-10번지,37.44542294,127.1413683,1,수정구,태평동,7317-10번지
경기도 성남시 수정구 태평동 3705-28번지,37.44227949,127.1316628,1,수정구,태평동,3705-28번지
경기도 성남시 수정구 태평동 3705-21번지,37.44239629,127.1316162,1,수정구,태평동,3705-21번지
경기도 성남시 수정구 태평동 6002번지,37.44347042,127.1281909,1,수정구,태평동,6002번지
경기도 성남시 수정구 태평동 5952번지,37.4438133,127.1282547,1,수정구,태평동,5952번지
경기도 성남시 수정구 태평동 5982번지,37.44341719,127.1283045,1,수정구,태평동,5982번지
경기도 성남시 수정구 태평동 5959번지,37.44331941,127.1284864,1,수정구,태평동,5959번지
경기도 성남시 수정구 태평동 5911번지,37.44351855,127.1286085,1,수정구,태평동,5911번지
경기도 성남시 수정구 태평동 5893번지,37.44380662,127.1285712,1,수정구,태평동,5893번지
경기도 성남시 수정구 태평동 5888번지,37.4434025,127.1287567,1,수정구,태평동,5888번지
경기도 성남시 수정구 태평동 5120번지,37.44722173,127.1273563,1,수정구,태평동,5120번지
경기도 성남시 수정구 시흥동 71번지,37.41736796,127.1078417,1,수정구,시흥동,71번지
경기도 성남시 수정구 시흥동 71번지,37.41736796,127.1078417,1,수정구,시흥동,71번지
경기도 성남시 수정구 시흥동 63번지,37.42014523,127.1081026,1,수정구,시흥동,63번지
경기도 성남시 수정구 시흥동 63번지,37.42014523,127.1081026,1,수정구,시흥동,63번지
경기도 성남시 수정구 태평동 1116번지,37.44830797,127.1366338,1,수정구,태평동,1116번지
경기도 성남시 수정구 태평동 1169번지,37.449154,127.1364998,1,수정구,태평동,1169번지
경기도 성남시 수정구 태평동 1142번지,37.44912623,127.1363984,1,수정구,태평동,1142번지
경기도 성남시 수정구 태평동 1116번지,37.44830797,127.1366338,1,수정구,태평동,1116번지
경기도 성남시 수정구 태평동 1105번지,37.4488909,127.1362542,1,수정구,태평동,1105번지
경기도 성남시 수정구 태평동 2702-3번지,37.44765408,127.1384044,1,수정구,태평동,2702-3번지
경기도 성남시 수정구 태평동 2691번지,37.44839944,127.1380568,1,수정구,태평동,2691번지
경기도 성남시 수정구 수진동 4764번지,37.43421773,127.1259251,1,수정구,수진동,4764번지
경기도 성남시 수정구 수진동 30번지,37.44153061,127.1352199,1,수정구,수진동,30번지
경기도 성남시 수정구 수진동 2258번지,37.43675931,127.1382918,1,수정구,수진동,2258번지
경기도 성남시 수정구 수진동 2301번지,37.43695465,127.1378941,1,수정구,수진동,2301번지
경기도 성남시 수정구 수진동 2582번지,37.43662667,127.1374006,1,수정구,수진동,2582번지
경기도 성남시 수정구 태평동 2991-2번지 통보,37.44683341,127.135837,1,수정구,태평동,2991-2번지 통보
경기도 성남시 수정구 태평동 5383번지,37.44545194,127.1280775,1,수정구,태평동,5383번지
경기도 성남시 수정구 태평동 6918번지,37.44094332,127.126412,1,수정구,태평동,6918번지
경기도 성남시 수정구 태평동 7093번지,37.44385549,127.1229879,1,수정구,태평동,7093번지
경기도 성남시 수정구 심곡동 396번지,37.44883777,127.0977265,1,수정구,심곡동,396번지
경기도 성남시 수정구 금토동 65-3번지,37.41947806,127.0786353,1,수정구,금토동,65-3번지
경기도 성남시 수정구 태평동 3705-4번지,37.44310559,127.131269,1,수정구,태평동,3705-4번지
경기도 성남시 수정구 태평동 3705-10번지,37.4429192,127.1316554,1,수정구,태평동,3705-10번지
경기도 성남시 수정구 태평동 3705-31번지,37.44223676,127.1319797,1,수정구,태평동,3705-31번지
경기도 성남시 수정구 태평동 3705-40번지,37.44199507,127.1321972,1,수정구,태평동,3705-40번지
경기도 성남시 수정구 태평동 3705-17번지,37.44266858,127.1318843,1,수정구,태평동,3705-17번지
경기도 성남시 수정구 태평동 3693-25번지,37.44226223,127.1329965,1,수정구,태평동,3693-25번지
경기도 성남시 수정구 태평동 6711번지,37.44261883,127.1263474,1,수정구,태평동,6711번지
경기도 성남시 수정구 태평동 6771번지,37.44265729,127.1266746,1,수정구,태평동,6771번지
경기도 성남시 수정구 태평동 6748번지,37.44326771,127.1263624,1,수정구,태평동,6748번지
경기도 성남시 수정구 태평동 5121번지,37.4473568,127.1273434,1,수정구,태평동,5121번지
경기도 성남시 수정구 태평동 5098-1번지,37.44743662,127.1283936,1,수정구,태평동,5098-1번지
경기도 성남시 수정구 태평동 5105번지,37.44786635,127.1280156,1,수정구,태평동,5105번지
경기도 성남시 수정구 태평동 5103-3번지,37.44775072,127.1282204,1,수정구,태평동,5103-3번지
경기도 성남시 중원구 성남동 3705,37.4311378,127.1337968,1,중원구,성남동,3705
경기도 성남시 중원구 중동 387,37.4421876,127.1535686,1,중원구,중동 3,87
경기도 성남시 중원구 은행동 1180-1,37.4557161,127.170289,1,중원구,은행동,1180-1
경기도 성남시 수정구 태평동 2688번지,37.44857914,127.137987,1,수정구,태평동,2688번지
경기도 성남시 수정구 태평동 2680번지,37.44815781,127.1382856,1,수정구,태평동,2680번지
경기도 성남시 수정구 태평동 2673번지,37.4478265,127.138572,1,수정구,태평동,2673번지
경기도 성남시 수정구 태평동 2663번지,37.44846423,127.1382934,1,수정구,태평동,2663번지
경기도 성남시 수정구 태평동 2645번지,37.44771019,127.1386863,1,수정구,태평동,2645번지
경기도 성남시 수정구 태평동 2762번지,37.44762326,127.1378849,1,수정구,태평동,2762번지
경기도 성남시 수정구 태평동 2752번지,37.44826099,127.1376063,1,수정구,태평동,2752번지
경기도 성남시 수정구 태평동 2735번지,37.44765103,127.1379863,1,수정구,태평동,2735번지
경기도 성남시 수정구 신흥동 5483번지 훼미리하우스,37.44302645,127.1414183,1,수정구,신흥동,5483번지 훼미리하우스
경기도 성남시 수정구 신흥동 5403번지,37.44245462,127.1396053,1,수정구,신흥동,5403번지
경기도 성남시 수정구 신흥동 5407번지,37.44254694,127.1399094,1,수정구,신흥동,5407번지
경기도 성남시 수정구 신흥동 5244번지,37.4426201,127.1412986,1,수정구,신흥동,5244번지
경기도 성남시 수정구 신흥동 5248번지,37.44272183,127.1416591,1,수정구,신흥동,5248번지
경기도 성남시 수정구 신흥동 5481번지,37.44305176,127.1411807,1,수정구,신흥동,5481번지
경기도 성남시 수정구 신흥동 5287번지,37.44258021,127.1407679,1,수정구,신흥동,5287번지
경기도 성남시 수정구 신흥동 5240번지,37.44264025,127.1415922,1,수정구,신흥동,5240번지
경기도 성남시 수정구 신흥동 5189번지,37.44271044,127.1425746,1,수정구,신흥동,5189번지
경기도 성남시 수정구 신흥동 5120번지,37.44223832,127.1420827,1,수정구,신흥동,5120번지
