gid,pa,ep,fp,yp,cctv,light,pop,nb
¤ì‚¬66bb32aa,2.261,268,1055,234,1,0,2044,25
¤ì‚¬66bb32ab,2.279,272,931,220,1,0,1819,27
¤ì‚¬66bb32ba,2.279,248,631,110,3,0,1228,13
¤ì‚¬66bb32bb,2.279,161,521,89,0,4,1042,17
¤ì‚¬66bb33aa,1.797,119,459,129,3,0,887,8
¤ì‚¬66bb33ab,1.28,103,303,97,2,7,608,23
¤ì‚¬66bb33ba,1.28,199,543,122,0,0,1104,24
¤ì‚¬66bb33bb,2.199,176,607,145,3,0,1206,13
¤ì‚¬66bb34aa,2.199,171,485,122,0,5,927,17
¤ì‚¬66bb34ab,2.199,158,363,109,4,0,705,18
¤ì‚¬66bb34ba,0.649,97,179,30,1,0,345,17
¤ì‚¬66bb34bb,0.649,72,381,14,2,0,811,10
¤ì‚¬66bb35aa,1.504,330,969,252,3,0,1881,66
¤ì‚¬66bb35ab,1.504,153,632,149,6,0,1191,5
¤ì‚¬66bb35ba,1.504,28,198,47,3,0,386,0
¤ì‚¬66bb35bb,7.37,0,0,,0,0,0,0
¤ì‚¬66bb36aa,3.127,,,,0,0,,0
¤ì‚¬66bb36ab,7.889,,,,0,0,,0
¤ì‚¬66bb36ba,2.09,65,306,103,0,12,603,0
¤ì‚¬66bb36bb,1.42,318,550,53,1,15,1140,34
¤ì‚¬66bb37aa,0.762,311,668,75,3,30,1344,77
¤ì‚¬66bb37ab,0.762,66,184,27,1,16,389,25
¤ì‚¬66bb37ba,8.574,205,396,44,1,8,802,35
¤ì‚¬66bb37bb,8.574,566,1286,155,3,22,2554,128
¤ì‚¬66bb38aa,7.724,606,1161,95,2,40,2342,194
¤ì‚¬66bb38ab,0.69,331,595,57,2,38,1275,184
¤ì‚¬66bb38ba,0.69,151,275,12,2,18,616,67
¤ì‚¬66bb38bb,3.975,0,0,,0,0,0,3
¤ì‚¬66bb39aa,3.975,,,,0,0,,1
¤ì‚¬66bb39ab,0.207,24,52,0,1,8,143,10
¤ì‚¬66bb39ba,4.92,0,0,,0,3,0,1
¤ì‚¬66bb39bb,0.904,0,14,0,0,0,32,5
¤ì‚¬66bb40aa,0.904,0,8,0,0,6,21,4
¤ì‚¬66bb40ab,0.904,,0,,0,0,11,2
¤ì‚¬66bb40ba,0.952,0,,,0,0,0,0
¤ì‚¬66bb40bb,1.988,0,0,,1,1,6,4
¤ì‚¬66bb41aa,2.516,,,,0,0,,1
¤ì‚¬67aa26ba,2.713,,0,,0,0,0,0
¤ì‚¬67aa26bb,2.908,6,21,0,0,1,41,8
¤ì‚¬67aa27aa,0.733,20,49,6,0,7,85,8
¤ì‚¬67aa27ab,1.045,0,0,,0,0,0,0
¤ì‚¬67aa27ba,1.045,,,,0,0,,1
¤ì‚¬67aa27bb,2.316,,,,0,0,,0
¤ì‚¬67aa28aa,2.316,,,,0,0,,0
¤ì‚¬67aa28ab,2.316,,,,0,0,,0
¤ì‚¬67aa28ba,1.804,,,,0,0,,0
¤ì‚¬67aa28bb,1.253,0,12,0,0,1,24,2
¤ì‚¬67aa29aa,1.253,0,16,,1,0,29,3
¤ì‚¬67aa29ab,1.253,91,333,48,1,17,659,51
¤ì‚¬67aa29ba,0.234,217,722,88,3,20,1544,118
¤ì‚¬67aa29bb,0.234,39,182,55,1,0,354,19
¤ì‚¬67aa30aa,0.234,132,763,242,1,0,1490,19
¤ì‚¬67aa30ab,1.083,369,1367,366,2,0,2729,40
¤ì‚¬67aa30ba,1.495,105,479,168,0,0,941,3
¤ì‚¬67aa30bb,0.902,76,346,109,0,0,663,3
¤ì‚¬67aa31aa,1.291,302,1205,408,2,0,2347,18
¤ì‚¬67aa31ab,1.291,235,821,206,0,0,1540,9
¤ì‚¬67aa31ba,1.291,269,901,277,2,0,1747,9
¤ì‚¬67aa31bb,2.786,160,693,163,2,11,1378,49
¤ì‚¬67aa32aa,2.786,45,173,54,1,0,320,4
¤ì‚¬67aa32ab,2.279,132,442,78,0,6,839,13
¤ì‚¬67aa32ba,2.279,116,573,160,0,5,1098,10
¤ì‚¬67aa32bb,2.279,200,696,217,0,3,1326,9
¤ì‚¬67aa33aa,1.797,124,631,217,1,6,1239,13
¤ì‚¬67aa33ab,2.136,95,447,150,0,3,861,23
¤ì‚¬67aa33ba,1.414,225,537,122,0,0,1047,7
¤ì‚¬67aa33bb,1.414,207,615,168,0,0,1196,11
¤ì‚¬67aa34aa,1.414,279,1013,285,1,3,1952,17
¤ì‚¬67aa34ab,2.199,406,1109,290,1,17,2085,15
¤ì‚¬67aa34ba,0.31,89,295,44,1,4,606,14
¤ì‚¬67aa34bb,0.31,38,190,0,3,0,436,12
¤ì‚¬67aa35aa,1.504,362,895,175,0,0,1746,11
¤ì‚¬67aa35ab,1.504,199,748,186,0,0,1436,37
¤ì‚¬67aa35ba,1.504,22,274,42,1,0,501,0
¤ì‚¬67aa35bb,2.064,,,,0,0,,0
¤ì‚¬67aa36aa,2.581,,,,0,0,,0
¤ì‚¬67aa36ab,1.368,,,,0,0,,1
¤ì‚¬67aa36ba,1.368,9,164,0,1,0,324,0
¤ì‚¬67aa36bb,1.368,196,404,23,3,40,873,65
¤ì‚¬67aa37aa,0.762,303,524,28,6,23,1141,92
¤ì‚¬67aa37ab,0.762,237,653,92,4,30,1400,109
¤ì‚¬67aa37ba,0.198,584,1329,177,5,53,2618,236
¤ì‚¬67aa37bb,0.447,388,849,94,6,23,1750,113
¤ì‚¬67aa38aa,0.447,571,1323,124,4,41,2714,260
¤ì‚¬67aa38ab,0.69,641,1151,83,5,60,2495,472
¤ì‚¬67aa38ba,0.69,356,694,76,3,47,1476,230
¤ì‚¬67aa38bb,3.975,230,765,98,3,11,1487,51
¤ì‚¬67aa39aa,1.322,0,18,,0,0,30,1
¤ì‚¬67aa39ab,0.207,48,242,25,2,0,489,19
¤ì‚¬67aa39ba,0.207,196,743,96,1,5,1659,84
¤ì‚¬67aa39bb,3.506,102,398,54,2,5,898,36
¤ì‚¬67aa40aa,3.506,66,212,30,0,0,472,18
¤ì‚¬67aa40ab,3.506,182,826,166,5,0,1884,53
¤ì‚¬67aa40ba,1.674,176,741,165,3,0,1614,22
¤ì‚¬67aa40bb,1.674,129,392,90,4,1,895,6
¤ì‚¬67aa41aa,1.634,25,75,17,3,0,187,2
¤ì‚¬67ab26ba,2.713,,,,0,0,,0
¤ì‚¬67ab26bb,2.908,,,,0,0,,0
¤ì‚¬67ab27aa,1.045,,,,0,0,,0
¤ì‚¬67ab27ab,6.101,0,0,,0,0,0,0
¤ì‚¬67ab27ba,6.001,,,,0,0,,0
¤ì‚¬67ab27bb,6.001,,,,0,0,,0
¤ì‚¬67ab28aa,5.605,,,,0,0,,0
¤ì‚¬67ab28ab,5.605,,,,0,0,,0
¤ì‚¬67ab28ba,5.605,,,,0,0,,0
¤ì‚¬67ab28bb,5.391,,,,0,0,,0
¤ì‚¬67ab29aa,1.489,,,,0,0,,0
¤ì‚¬67ab29ab,1.489,,,,0,0,,0
¤ì‚¬67ab29ba,0.793,101,414,57,1,12,883,61
¤ì‚¬67ab29bb,0.403,,,,0,0,,0
¤ì‚¬67ab30aa,1,97,254,67,0,0,472,11
¤ì‚¬67ab30ab,1,229,1146,369,0,0,2224,24
¤ì‚¬67ab30ba,1,293,1138,342,2,0,2227,21
¤ì‚¬67ab30bb,0.902,358,1130,245,0,0,2218,15
¤ì‚¬67ab31aa,1.291,269,851,190,1,0,1626,12
¤ì‚¬67ab31ab,1.291,328,1455,402,0,0,2806,21
¤ì‚¬67ab31ba,1.291,124,505,146,1,0,1012,17
¤ì‚¬67ab31bb,2.786,49,218,40,1,6,423,19
¤ì‚¬67ab32aa,2.58,,,,0,0,,0
¤ì‚¬67ab32ab,2.279,23,72,10,0,0,142,5
¤ì‚¬67ab32ba,2.279,16,49,9,1,4,107,14
¤ì‚¬67ab32bb,2.279,26,85,15,2,7,174,7
¤ì‚¬67ab33aa,1.797,23,87,14,1,7,169,2
¤ì‚¬67ab33ab,2.136,101,298,66,1,17,590,26
¤ì‚¬67ab33ba,1.414,,12,0,0,2,27,5
¤ì‚¬67ab33bb,1.414,,,,0,0,,0
¤ì‚¬67ab34aa,1.414,68,285,90,0,2,573,14
¤ì‚¬67ab34ab,0.892,535,1123,195,3,1,2178,21
¤ì‚¬67ab34ba,0.892,400,876,77,3,17,1722,90
¤ì‚¬67ab34bb,0.892,133,535,39,3,25,1160,94
¤ì‚¬67ab35aa,1.772,485,905,151,3,1,1778,30
¤ì‚¬67ab35ab,1.772,264,909,256,1,0,1725,14
¤ì‚¬67ab35ba,1.504,156,772,276,3,0,1549,0
¤ì‚¬67ab35bb,2.115,31,133,26,1,2,254,2
¤ì‚¬67ab36aa,2.675,,,,0,3,,0
¤ì‚¬67ab36ab,1.485,,,,0,0,,0
¤ì‚¬67ab36ba,1.485,140,362,26,2,14,764,27
¤ì‚¬67ab36bb,1.485,646,1368,135,2,37,2697,154
¤ì‚¬67ab37aa,0.762,305,546,25,4,29,1324,152
¤ì‚¬67ab37ab,0.762,140,249,16,1,16,515,100
¤ì‚¬67ab37ba,0.198,647,1066,96,5,82,2162,469
¤ì‚¬67ab37bb,0.447,587,1117,118,7,58,2289,313
¤ì‚¬67ab38aa,0.447,402,736,68,4,45,1539,242
¤ì‚¬67ab38ab,0.606,452,898,132,6,42,1815,214
¤ì‚¬67ab38ba,0.606,724,1456,130,4,84,3093,548
¤ì‚¬67ab38bb,0.907,389,953,114,3,48,1976,294
¤ì‚¬67ab39aa,1.322,,,,0,0,,0
¤ì‚¬67ab39ab,0.207,40,138,14,2,1,373,7
¤ì‚¬67ab39ba,0.207,123,406,41,1,4,954,39
¤ì‚¬67ab39bb,0.207,,,,0,0,,0
¤ì‚¬67ab40aa,0.858,,,,0,0,,0
¤ì‚¬67ab40ab,1.674,26,85,21,1,2,194,5
¤ì‚¬67ab40ba,1.67,44,123,16,1,1,287,2
¤ì‚¬67ab40bb,2.316,59,206,22,1,1,476,5
¤ì‚¬67ab41aa,2.316,,,,0,0,,0
¤ì‚¬67ab41ab,1.083,,,,0,0,,0
¤ì‚¬67ba26ba,2.713,,,,0,0,,0
¤ì‚¬67ba26bb,6.396,,,,0,0,,0
¤ì‚¬67ba27aa,6.356,,,,0,0,,0
¤ì‚¬67ba27ab,5.96,,,,0,0,,0
¤ì‚¬67ba27ba,6.001,,,,0,0,,0
¤ì‚¬67ba27bb,6.001,,,,0,0,,0
¤ì‚¬67ba28aa,5.605,,,,0,0,,0
¤ì‚¬67ba28ab,5.605,,,,0,0,,0
¤ì‚¬67ba28ba,5.605,,,,0,0,,0
¤ì‚¬67ba28bb,5.172,,,,0,0,,0
¤ì‚¬67ba29aa,5.26,,,,0,0,,0
¤ì‚¬67ba29ab,1.134,,,,0,0,,0
¤ì‚¬67ba29ba,0.793,,,,0,0,,0
¤ì‚¬67ba29bb,1.362,10,24,8,1,0,51,4
¤ì‚¬67ba30aa,1.373,116,283,58,2,0,532,23
¤ì‚¬67ba30ab,1.373,241,759,207,1,0,1436,15
¤ì‚¬67ba30ba,1.373,235,855,216,3,0,1677,21
¤ì‚¬67ba30bb,1.394,256,771,128,3,0,1514,23
¤ì‚¬67ba31aa,1.394,249,1022,293,1,0,2064,20
¤ì‚¬67ba31ab,1.141,73,274,75,0,0,545,5
¤ì‚¬67ba31ba,1.604,10,18,0,1,0,40,6
¤ì‚¬67ba31bb,1.836,97,350,58,1,13,723,23
¤ì‚¬67ba32aa,2.58,8,15,0,0,0,37,2
¤ì‚¬67ba32ab,2.92,62,144,15,0,4,274,15
¤ì‚¬67ba32ba,2.92,143,373,46,2,17,753,24
¤ì‚¬67ba32bb,2.97,42,91,20,1,8,193,8
¤ì‚¬67ba33aa,2.97,80,266,42,2,17,528,26
¤ì‚¬67ba33ab,2.136,41,113,13,2,14,208,17
¤ì‚¬67ba33ba,1.414,,,,0,0,,0
¤ì‚¬67ba33bb,1.414,,,,0,0,,5
¤ì‚¬67ba34aa,1.414,11,34,0,0,2,84,4
¤ì‚¬67ba34ab,0.892,277,756,119,0,1,1414,19
¤ì‚¬67ba34ba,0.892,250,617,89,1,18,1188,74
¤ì‚¬67ba34bb,0.892,130,472,60,1,8,1015,107
¤ì‚¬67ba35aa,1.772,553,1569,341,0,0,3021,20
¤ì‚¬67ba35ab,1.772,399,1284,308,0,0,2489,12
¤ì‚¬67ba35ba,1.293,126,787,296,3,0,1523,0
¤ì‚¬67ba35bb,14.277,14,88,30,0,0,180,0
¤ì‚¬67ba36aa,14.277,,,,0,0,,0
¤ì‚¬67ba36ab,14.277,,,,0,0,,0
¤ì‚¬67ba36ba,2.772,140,313,23,1,10,620,35
¤ì‚¬67ba36bb,1.485,756,1458,120,2,64,2894,227
¤ì‚¬67ba37aa,1.203,785,1467,138,0,49,3285,142
¤ì‚¬67ba37ab,1.04,242,693,66,2,30,1578,151
¤ì‚¬67ba37ba,0.361,614,1203,129,5,79,2416,448
¤ì‚¬67ba37bb,0.327,738,1114,68,5,83,2286,571
¤ì‚¬67ba38aa,0.362,395,723,71,5,36,1548,155
¤ì‚¬67ba38ab,0.642,390,951,160,5,45,1862,141
¤ì‚¬67ba38ba,0.642,593,1127,125,4,64,2294,329
¤ì‚¬67ba38bb,1.274,637,1291,158,3,45,2730,523
¤ì‚¬67ba39aa,1.322,126,711,209,1,3,1394,21
¤ì‚¬67ba39ab,0.447,,,,0,0,,0
¤ì‚¬67ba39ba,0.447,,,,0,2,,0
¤ì‚¬67ba39bb,0.447,,,,0,0,,0
¤ì‚¬67ba40aa,1.469,0,0,,1,1,0,0
¤ì‚¬67ba40ab,1.469,,,,0,0,,0
¤ì‚¬67ba40ba,1.469,,,,0,1,,3
¤ì‚¬67ba40bb,1.793,,,,0,0,,6
¤ì‚¬67ba41aa,1.793,,,,0,2,,0
¤ì‚¬67ba41ab,1.083,56,207,22,0,0,376,0
¤ì‚¬67ba41ba,1.083,684,1444,122,0,0,2886,0
¤ì‚¬67ba41bb,1.083,,,,0,0,,0
¤ì‚¬67bb26bb,6.259,,,,0,0,,0
¤ì‚¬67bb27aa,6.129,,,,0,0,,0
¤ì‚¬67bb27ab,6.129,,,,0,0,,0
¤ì‚¬67bb28bb,4.901,,,,0,0,,0
¤ì‚¬67bb29aa,5.025,,,,0,0,,0
¤ì‚¬67bb29ab,1.134,,,,0,0,,0
¤ì‚¬67bb29ba,0.973,,,,0,0,,0
¤ì‚¬67bb29bb,1.362,47,118,27,0,0,237,13
¤ì‚¬67bb30aa,1.75,201,561,119,0,0,1051,17
¤ì‚¬67bb30ab,1.75,426,1604,383,2,0,3161,35
¤ì‚¬67bb30ba,1.75,167,636,193,0,0,1294,18
¤ì‚¬67bb30bb,1.394,289,1014,226,0,0,2011,21
¤ì‚¬67bb31aa,1.394,123,426,71,1,15,858,34
¤ì‚¬67bb31ab,1.353,0,6,,0,0,10,2
¤ì‚¬67bb31ba,1.604,16,18,0,1,4,49,13
¤ì‚¬67bb31bb,1.604,66,155,32,1,12,364,20
¤ì‚¬67bb32aa,2.558,,,,0,1,,1
¤ì‚¬67bb32ab,2.873,61,192,36,1,21,386,7
¤ì‚¬67bb32ba,2.873,,,,0,0,,0
¤ì‚¬67bb32bb,2.97,,,,0,0,,0
¤ì‚¬67bb33aa,2.97,,6,0,0,1,13,0
¤ì‚¬67bb33ab,2.433,17,55,11,0,5,112,5
¤ì‚¬67bb33ba,1.873,,,,0,0,,0
¤ì‚¬67bb33bb,1.873,,,,0,0,,0
¤ì‚¬67bb34aa,1.873,55,163,27,1,12,383,16
¤ì‚¬67bb34ab,0.892,120,376,49,3,15,760,18
¤ì‚¬67bb34ba,0.892,212,713,88,0,26,1490,101
¤ì‚¬67bb34bb,0.892,198,698,118,2,19,1499,116
¤ì‚¬67bb35aa,1.772,351,1147,286,2,0,2225,19
¤ì‚¬67bb35ab,1.772,136,499,123,0,0,967,2
¤ì‚¬67bb35ba,1.602,258,1206,456,0,0,2347,0
¤ì‚¬67bb35bb,14.277,30,119,42,0,2,222,0
¤ì‚¬67bb36aa,14.277,,,,0,0,,0
¤ì‚¬67bb36ab,14.277,,,,0,1,,0
¤ì‚¬67bb36ba,1.462,153,516,83,3,19,1023,38
¤ì‚¬67bb36bb,1.462,364,868,146,2,26,1751,78
¤ì‚¬67bb37aa,0.564,71,186,21,1,3,370,7
¤ì‚¬67bb37ab,0.564,147,523,44,1,16,1231,85
¤ì‚¬67bb37ba,0.261,732,1374,112,6,87,2908,563
¤ì‚¬67bb37bb,0.327,763,1401,124,5,108,2952,595
¤ì‚¬67bb38aa,0.362,309,772,90,5,63,1674,207
¤ì‚¬67bb38ab,0.642,574,1310,148,4,34,2599,181
¤ì‚¬67bb38ba,0.642,603,1505,203,5,41,2937,219
¤ì‚¬67bb38bb,0.642,738,1423,119,4,82,2939,640
¤ì‚¬67bb39aa,1.628,204,485,45,2,27,997,223
¤ì‚¬67bb39ab,1.08,0,,,0,6,0,1
¤ì‚¬67bb39ba,1.08,,,,0,0,,0
¤ì‚¬67bb39bb,1.401,,,,0,0,,0
¤ì‚¬67bb40aa,1.469,,0,,0,8,0,8
¤ì‚¬67bb40ab,1.469,,,,1,7,0,0
¤ì‚¬67bb40ba,1.805,10,10,,2,4,11,5
¤ì‚¬67bb40bb,1.793,66,254,72,0,3,532,0
¤ì‚¬67bb41aa,1.793,81,262,68,0,1,541,0
¤ì‚¬67bb41ab,1.083,48,194,58,0,0,363,0
¤ì‚¬67bb41ba,1.083,533,1079,209,0,0,2177,0
¤ì‚¬68aa29aa,4.948,,,,0,0,,0
¤ì‚¬68aa29ab,5.202,,,,0,0,,0
¤ì‚¬68aa29ba,2.043,78,216,25,1,11,450,30
¤ì‚¬68aa29bb,1.362,83,234,30,0,6,471,27
¤ì‚¬68aa30aa,1.75,430,1033,160,1,0,2022,27
¤ì‚¬68aa30ab,1.75,148,358,48,2,0,689,13
¤ì‚¬68aa30ba,1.75,72,294,73,2,0,535,18
¤ì‚¬68aa30bb,1.937,172,640,113,5,31,1293,68
¤ì‚¬68aa31aa,1.937,72,245,45,2,11,528,41
¤ì‚¬68aa31ab,2.058,0,,,0,0,0,0
¤ì‚¬68aa31ba,2.295,35,94,20,0,1,188,10
¤ì‚¬68aa31bb,2.295,33,107,28,0,3,215,6
¤ì‚¬68aa32aa,2.854,,,,0,0,,0
¤ì‚¬68aa32ab,2.854,,,,0,0,,0
¤ì‚¬68aa32ba,2.854,,,,0,0,,0
¤ì‚¬68aa32bb,2.97,,,,0,0,,0
¤ì‚¬68aa33aa,2.822,,,,0,0,,0
¤ì‚¬68aa33ab,2.508,,,,0,0,,0
¤ì‚¬68aa33ba,1.873,,,,0,0,,0
¤ì‚¬68aa33bb,1.873,,,,0,0,,0
¤ì‚¬68aa34aa,1.844,37,155,25,1,4,272,15
¤ì‚¬68aa34ab,1.844,673,756,36,1,13,1435,19
¤ì‚¬68aa34ba,1.844,285,849,163,0,0,1641,44
¤ì‚¬68aa34bb,1.119,188,609,105,0,0,1212,43
¤ì‚¬68aa35aa,1.576,171,527,89,5,0,970,12
¤ì‚¬68aa35ab,1.576,,,,0,2,,0
¤ì‚¬68aa35ba,3.071,,,,0,0,,0
¤ì‚¬68aa35bb,14.277,,,,0,0,,0
¤ì‚¬68aa36aa,14.277,,,,0,0,,0
¤ì‚¬68aa36ab,14.277,,,,0,0,,0
¤ì‚¬68aa36ba,1.462,315,803,119,0,9,1573,44
¤ì‚¬68aa36bb,1.462,172,423,94,1,2,866,11
¤ì‚¬68aa37aa,0.564,238,540,67,1,21,1097,78
¤ì‚¬68aa37ab,0.564,428,1950,280,1,21,4168,91
¤ì‚¬68aa37ba,0.387,296,751,76,3,43,1588,162
¤ì‚¬68aa37bb,0.387,629,1344,121,6,109,2833,542
¤ì‚¬68aa38aa,0.362,656,1286,131,5,196,2757,508
¤ì‚¬68aa38ab,0.642,158,381,48,5,14,742,74
¤ì‚¬68aa38ba,0.642,526,1300,204,6,41,2622,161
¤ì‚¬68aa38bb,0.642,591,1244,146,8,82,2526,523
¤ì‚¬68aa39aa,0.827,451,1039,93,6,88,2237,422
¤ì‚¬68aa39ab,1.08,,,,0,0,,0
¤ì‚¬68aa39ba,1.08,,,,0,0,,0
¤ì‚¬68aa39bb,1.401,,,,0,0,,0
¤ì‚¬68aa40aa,1.469,28,27,,0,3,31,4
¤ì‚¬68aa40ab,1.42,,,,1,4,0,3
¤ì‚¬68aa40ba,1.805,32,526,28,0,1,945,0
¤ì‚¬68aa40bb,1.899,167,766,214,0,2,1482,0
¤ì‚¬68aa41aa,1.899,66,278,79,0,0,558,0
¤ì‚¬68aa41ab,1.899,149,782,268,0,0,1479,0
¤ì‚¬68aa41ba,1.255,204,1163,495,0,0,2263,0
¤ì‚¬68ab28bb,4.611,,,,0,0,,0
¤ì‚¬68ab29aa,4.195,,,,0,0,,0
¤ì‚¬68ab29ab,5.202,,,,0,0,,0
¤ì‚¬68ab29ba,2.043,76,236,25,2,13,483,34
¤ì‚¬68ab29bb,2.342,276,932,123,4,21,1861,134
¤ì‚¬68ab30aa,1.75,249,480,63,2,0,902,17
¤ì‚¬68ab30ab,1.75,381,986,231,2,0,1858,9
¤ì‚¬68ab30ba,1.75,156,546,98,4,3,1063,47
¤ì‚¬68ab30bb,1.937,74,245,24,1,14,513,40
¤ì‚¬68ab31aa,1.937,9,19,0,0,1,44,2
¤ì‚¬68ab31ab,2.058,0,0,,0,0,0,0
¤ì‚¬68ab31ba,2.295,,,,0,0,0,1
¤ì‚¬68ab31bb,2.295,,,,0,0,,0
¤ì‚¬68ab32aa,2.854,,,,0,0,,0
¤ì‚¬68ab32ab,2.854,,,,0,0,,0
¤ì‚¬68ab32ba,2.854,,,,0,0,,0
¤ì‚¬68ab32bb,2.873,,,,0,0,,0
¤ì‚¬68ab33aa,3.293,,,,0,0,,0
¤ì‚¬68ab33ab,3.293,,,,0,0,,0
¤ì‚¬68ab33ba,3.293,,,,0,0,,0
¤ì‚¬68ab33bb,2.265,,,,0,0,,0
¤ì‚¬68ab34aa,1.844,57,174,56,1,1,329,5
¤ì‚¬68ab34ab,1.844,433,838,134,1,0,1583,17
¤ì‚¬68ab34ba,1.844,113,529,130,1,0,1059,7
¤ì‚¬68ab34bb,1.425,185,898,184,0,0,1727,10
¤ì‚¬68ab35aa,1.441,153,449,76,0,0,863,8
¤ì‚¬68ab35ab,1.531,,,,0,0,,0
¤ì‚¬68ab35ba,1.342,,,,0,0,,0
¤ì‚¬68ab35bb,1.923,,,,0,0,,0
¤ì‚¬68ab36aa,1.923,,,,0,0,,0
¤ì‚¬68ab36ab,1.462,0,0,,0,3,6,2
¤ì‚¬68ab36ba,1.462,150,343,51,5,37,656,50
¤ì‚¬68ab36bb,1.462,0,0,,2,1,7,7
¤ì‚¬68ab37aa,0.947,238,507,57,3,23,1061,93
¤ì‚¬68ab37ab,0.564,414,1077,177,4,36,2118,149
¤ì‚¬68ab37ba,0.837,214,517,97,2,33,1077,81
¤ì‚¬68ab37bb,0.837,517,954,66,3,110,2014,361
¤ì‚¬68ab38aa,0.837,717,1573,228,7,148,3318,462
¤ì‚¬68ab38ab,0.624,304,968,197,4,31,2124,101
¤ì‚¬68ab38ba,0.624,562,1391,232,6,52,2753,194
¤ì‚¬68ab38bb,0.376,500,1110,145,7,51,2221,252
¤ì‚¬68ab39aa,0.827,67,135,6,1,18,299,61
¤ì‚¬68ab39ab,1.08,,,,0,1,,0
¤ì‚¬68ab39ba,1.299,,,,0,0,,0
¤ì‚¬68ab39bb,1.299,,,,0,1,,0
¤ì‚¬68ab40aa,1.933,,,,0,6,,12
¤ì‚¬68ab40ab,1.42,0,0,,2,4,9,2
¤ì‚¬68ab40ba,1.805,52,501,41,0,0,974,0
¤ì‚¬68ab40bb,1.899,81,465,168,0,0,911,0
¤ì‚¬68ab41aa,1.899,35,175,55,0,0,348,0
¤ì‚¬68ab41ab,1.899,316,984,262,0,0,1901,0
¤ì‚¬68ab41ba,0.518,40,250,50,0,0,459,0
¤ì‚¬68ba28bb,3.948,,,,0,0,,0
¤ì‚¬68ba29aa,3.948,,,,0,0,,0
¤ì‚¬68ba29ab,3.914,,,,0,0,,0
¤ì‚¬68ba29ba,4.585,,,,0,0,,0
¤ì‚¬68ba29bb,2.342,109,410,47,3,12,848,56
¤ì‚¬68ba30aa,2.342,281,779,130,6,28,1564,108
¤ì‚¬68ba30ab,2.342,147,505,110,3,6,1034,44
¤ì‚¬68ba30ba,1.977,90,313,43,1,6,625,41
¤ì‚¬68ba30bb,1.977,119,350,55,2,4,691,53
¤ì‚¬68ba31aa,2.302,,,,0,0,,0
¤ì‚¬68ba31ab,2.058,,,,0,0,,0
¤ì‚¬68ba31ba,2.295,,,,0,0,,0
¤ì‚¬68ba31bb,2.295,,,,0,14,,0
¤ì‚¬68ba32aa,2.854,,,,0,0,,0
¤ì‚¬68ba32ab,2.854,,,,0,0,,0
¤ì‚¬68ba32ba,2.854,,,,0,0,,0
¤ì‚¬68ba32bb,4.301,,,,0,0,,0
¤ì‚¬68ba33aa,3.293,,,,0,0,,0
¤ì‚¬68ba33ab,3.293,,,,0,0,,0
¤ì‚¬68ba33ba,3.293,,,,0,0,,0
¤ì‚¬68ba33bb,2.761,,,,0,0,,0
¤ì‚¬68ba34aa,1.844,146,392,78,2,16,729,17
¤ì‚¬68ba34ab,1.844,192,570,109,2,0,1101,33
¤ì‚¬68ba34ba,1.844,33,44,9,0,0,88,5
¤ì‚¬68ba34bb,2.309,234,611,102,1,0,1189,10
¤ì‚¬68ba35aa,1.441,32,150,53,0,0,276,0
¤ì‚¬68ba35ab,1.531,,,,0,0,,0
¤ì‚¬68ba35ba,1.598,,,,0,0,,0
¤ì‚¬68ba35bb,1.861,,,,0,0,,0
¤ì‚¬68ba36aa,1.643,,,,0,0,,0
¤ì‚¬68ba36ab,1.643,66,188,28,0,12,407,24
¤ì‚¬68ba36ba,1.643,130,322,51,1,19,718,62
¤ì‚¬68ba36bb,1.104,234,766,200,1,13,1554,41
¤ì‚¬68ba37aa,0.929,,,,0,0,,1
¤ì‚¬68ba37ab,0.803,73,167,24,0,4,319,12
¤ì‚¬68ba37ba,1.139,342,814,137,5,82,1681,151
¤ì‚¬68ba37bb,1.139,42,84,0,4,37,247,187
¤ì‚¬68ba38aa,1.139,530,1019,85,4,64,2260,441
¤ì‚¬68ba38ab,0.75,751,1435,128,8,92,2950,547
¤ì‚¬68ba38ba,0.75,141,390,72,3,40,751,60
¤ì‚¬68ba38bb,0.75,344,950,177,5,63,1895,80
¤ì‚¬68ba39aa,0.37,49,151,41,2,5,312,7
¤ì‚¬68ba39ab,1.149,525,1888,472,0,0,3662,0
¤ì‚¬68ba39ba,1.299,142,556,154,0,0,1081,0
¤ì‚¬68ba39bb,2.285,,,,0,0,,0
¤ì‚¬68ba40aa,1.32,13,28,13,0,9,66,5
¤ì‚¬68ba40ab,1.32,223,681,148,0,0,1372,0
¤ì‚¬68ba40ba,1.32,203,647,150,0,0,1280,0
¤ì‚¬68ba40bb,1.899,237,1528,638,0,0,3005,0
¤ì‚¬68ba41aa,1.899,57,382,170,0,1,759,0
¤ì‚¬68ba41ab,1.899,491,984,90,0,0,1941,0
¤ì‚¬68ba41ba,0.518,923,1582,113,0,0,3013,0
¤ì‚¬68bb29aa,3.73,,,,0,0,,0
¤ì‚¬68bb29ab,3.73,,,,0,0,,0
¤ì‚¬68bb29ba,4.585,,,,0,0,,0
¤ì‚¬68bb29bb,2.342,,,,1,0,,0
¤ì‚¬68bb30aa,2.342,41,157,13,2,7,312,28
¤ì‚¬68bb30ab,3.045,77,204,20,0,0,385,12
¤ì‚¬68bb30ba,2.903,,,,0,0,,1
